cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2001_total_hogares_;2001_vehículo_automotor_tiene;2001_vehículo_automotor_no_tiene;2001_bicicleta_tiene;2001_bicicleta_no_tiene;2001_motocicleta_o_cuatratrack_tiene;2001_motocicleta_o_cuatratrack_no_tiene;2012_total_hogares;2012_vehículo_automotor_tiene;2012_vehículo_automotor_no_tiene;2012_bicicleta_tiene;2012_bicicleta_no_tiene;2012_motocicleta_o_cuatratrack_tiene;2012_motocicleta_o_cuatratrack_no_tiene;2012_carreta_o_carreton_tiene;2012_carreta_o_carreton_no_tiene;2012_deslizador_balsa_canoa_o_bote_tiene;2012_deslizador_balsa_canoa_o_bote_no_tiene;2024_total_hogares_;2024_vehículo_automotor_tiene;2024_vehículo_automotor_no_tiene;2024_vehículo_automotor_sin_especificar;2024_bicicleta_tiene;2024_bicicleta_no_tiene;2024_bicicleta_sin_especificar;2024_motocicleta_o_cuatratrack_tiene;2024_motocicleta_o_cuatratrack_no_tiene;2024_motocicleta_o_cuatratrack_sin_especificar;2024_carreta_o_carreton_tiene;2024_carreta_o_carreton_no_tiene;2024_carreta_o_carreton_sin_especificar;2024_deslizador_balsa_canoa_o_bote_tiene;2024_deslizador_balsa_canoa_o_bote_no_tiene;2024_deslizador_balsa_canoa_o_bote_sin_especificar
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3092;1069;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;San Rafael;731;56;675;285;446;61;670;1,139;195;944;255;884;375;764;39;1,100;14;1,125;2,897;406;2,347;144;432;2,324;141;1,173;1,580;144;130;2,622;145;18;2,735;144
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3093;1070;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;Urbana;327;41;286;146;181;44;283;623;115;508;136;487;211;412;10;613;3;620;761;139;577;45;150;568;43;399;317;45;11;705;45;5;711;45
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3094;1071;Municipio/TIOC;Santa Cruz;Velasco;San Rafael;Rural;404;15;389;139;265;17;387;516;80;436;119;397;164;352;29;487;11;505;2,136;267;1,770;99;282;1,756;98;774;1,263;99;119;1,917;100;13;2,024;99
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3095;1072;Provincia;Santa Cruz;Ichilo;;Ichilo;14,984;1,477;13,507;8,683;6,301;1,105;13,879;24,574;4,763;19,811;6,799;17,775;9,746;14,828;504;24,070;515;24,059;32,331;8,340;22,622;1,369;8,435;22,537;1,359;18,405;12,562;1,364;556;30,406;1,369;828;30,132;1,371
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3096;1073;Provincia;Santa Cruz;Ichilo;;Urbana;6,594;856;5,738;3,651;2,943;705;5,889;13,523;3,066;10,457;3,688;9,835;5,685;7,838;187;13,336;108;13,415;16,853;4,755;11,419;679;5,165;11,012;676;9,624;6,551;678;286;15,887;680;249;15,924;680
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3097;1074;Provincia;Santa Cruz;Ichilo;;Rural;8,390;621;7,769;5,032;3,358;400;7,990;11,051;1,697;9,354;3,111;7,940;4,061;6,990;317;10,734;407;10,644;15,478;3,585;11,203;690;3,270;11,525;683;8,781;6,011;686;270;14,519;689;579;14,208;691
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3098;1075;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Buena Vista;2,743;197;2,546;1,300;1,443;173;2,570;3,171;530;2,641;810;2,361;1,135;2,036;135;3,036;13;3,158;3,776;758;2,808;210;1,104;2,465;207;2,150;1,417;209;63;3,503;210;41;3,525;210
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3099;1076;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Urbana;800;91;709;376;424;97;703;1,019;188;831;252;767;376;643;12;1,007;3;1,016;1,435;308;1,074;53;484;899;52;846;536;53;14;1,368;53;14;1,368;53
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3100;1077;Municipio/TIOC;Santa Cruz;Ichilo;Buena Vista;Rural;1,943;106;1,837;924;1,019;76;1,867;2,152;342;1,810;558;1,594;759;1,393;123;2,029;10;2,142;2,341;450;1,734;157;620;1,566;155;1,304;881;156;49;2,135;157;27;2,157;157
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3101;1078;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;San Carlos;3,329;327;3,002;2,008;1,321;235;3,094;4,573;896;3,677;1,601;2,972;1,787;2,786;161;4,412;26;4,547;5,523;1,266;3,967;290;1,667;3,567;289;3,175;2,059;289;65;5,168;290;60;5,173;290
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3102;1079;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;Urbana;1,916;230;1,686;1,130;786;162;1,754;2,936;631;2,305;1,003;1,933;1,152;1,784;65;2,871;12;2,924;3,491;863;2,466;162;1,150;2,179;162;1,957;1,372;162;37;3,292;162;39;3,290;162
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3103;1080;Municipio/TIOC;Santa Cruz;Ichilo;San Carlos;Rural;1,413;97;1,316;878;535;73;1,340;1,637;265;1,372;598;1,039;635;1,002;96;1,541;14;1,623;2,032;403;1,501;128;517;1,388;127;1,218;687;127;28;1,876;128;21;1,883;128
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3104;1081;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Yapacaní;6,751;654;6,097;4,043;2,708;546;6,205;14,775;2,852;11,923;3,606;11,169;6,051;8,724;177;14,598;409;14,366;20,075;5,602;13,733;740;4,724;14,616;735;11,364;7,973;738;384;18,951;740;625;18,708;742
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3105;1082;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Urbana;3,210;426;2,784;1,719;1,491;384;2,826;8,484;1,959;6,525;1,959;6,525;3,778;4,706;100;8,384;45;8,439;10,463;3,222;6,837;404;2,969;7,091;403;5,995;4,064;404;212;9,846;405;161;9,897;405
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3106;1083;Municipio/TIOC;Santa Cruz;Ichilo;Yapacaní;Rural;3,541;228;3,313;2,324;1,217;162;3,379;6,291;893;5,398;1,647;4,644;2,273;4,018;77;6,214;364;5,927;9,612;2,380;6,896;336;1,755;7,525;332;5,369;3,909;334;172;9,105;335;464;8,811;337
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3107;1084;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;San Juan;2,161;299;1,862;1,332;829;151;2,010;2,055;485;1,570;782;1,273;773;1,282;31;2,024;67;1,988;2,957;714;2,114;129;940;1,889;128;1,716;1,113;128;44;2,784;129;102;2,726;129
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3108;1085;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;Urbana;668;109;559;426;242;62;606;1,084;288;796;474;610;379;705;10;1,074;48;1,036;1,464;362;1,042;60;562;843;59;826;579;59;23;1,381;60;35;1,369;60
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3109;1086;Municipio/TIOC;Santa Cruz;Ichilo;San Juan;Rural;1,493;190;1,303;906;587;89;1,404;971;197;774;308;663;394;577;21;950;19;952;1,493;352;1,072;69;378;1,046;69;890;534;69;21;1,403;69;67;1,357;69
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3110;1087;Provincia;Santa Cruz;Chiquitos;;Chiquitos;10,956;1,385;9,571;4,116;6,840;418;10,538;15,495;2,803;12,692;3,848;11,647;3,379;12,116;2,816;12,679;53;15,442;29,925;6,324;22,188;1,413;6,416;22,120;1,389;10,307;18,212;1,406;5,667;22,844;1,414;253;28,259;1,413
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3111;1088;Provincia;Santa Cruz;Chiquitos;;Urbana;4,829;793;4,036;2,163;2,666;261;4,568;7,260;1,435;5,825;1,968;5,292;2,044;5,216;78;7,182;22;7,238;11,099;2,232;8,317;550;3,098;7,461;540;5,294;5,259;546;105;10,445;549;99;10,451;549
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3112;1089;Provincia;Santa Cruz;Chiquitos;;Rural;6,127;592;5,535;1,953;4,174;157;5,970;8,235;1,368;6,867;1,880;6,355;1,335;6,900;2,738;5,497;31;8,204;18,826;4,092;13,871;863;3,318;14,659;849;5,013;12,953;860;5,562;12,399;865;154;17,808;864
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3113;1090;Municipio/TIOC;Santa Cruz;Chiquitos;San José;San José;2,893;326;2,567;1,010;1,883;116;2,777;4,566;711;3,855;967;3,599;1,034;3,532;182;4,384;7;4,559;11,607;2,230;8,831;546;1,595;9,478;534;3,564;7,499;544;2,349;8,711;547;71;10,990;546
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3114;1091;Municipio/TIOC;Santa Cruz;Chiquitos;San José;Urbana;1,560;241;1,319;796;764;97;1,463;2,680;473;2,207;662;2,018;825;1,855;26;2,654;5;2,675;3,535;636;2,720;179;885;2,477;173;1,735;1,624;176;29;3,327;179;24;3,332;179
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3115;1092;Municipio/TIOC;Santa Cruz;Chiquitos;San José;Rural;1,333;85;1,248;214;1,119;19;1,314;1,886;238;1,648;305;1,581;209;1,677;156;1,730;2;1,884;8,072;1,594;6,111;367;710;7,001;361;1,829;5,875;368;2,320;5,384;368;47;7,658;367
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3116;1093;Municipio/TIOC;Santa Cruz;Chiquitos;Pailón;Pailón;5,247;601;4,646;2,229;3,018;192;5,055;7,182;1,300;5,882;1,982;5,200;1,822;5,360;2,576;4,606;31;7,151;12,970;2,785;9,594;591;3,508;8,876;586;4,804;7,577;589;3,168;9,211;591;138;12,241;591
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3117;1094;Municipio/TIOC;Santa Cruz;Chiquitos;Pailón;Urbana;1,442;149;1,293;698;744;64;1,378;2,138;357;1,781;680;1,458;815;1,323;36;2,102;6;2,132;4,296;726;3,343;227;1,268;2,804;224;2,252;1,817;227;50;4,020;226;50;4,020;226
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3118;1095;Municipio/TIOC;Santa Cruz;Chiquitos;Pailón;Rural;3,805;452;3,353;1,531;2,274;128;3,677;5,044;943;4,101;1,302;3,742;1,007;4,037;2,540;2,504;25;5,019;8,674;2,059;6,251;364;2,240;6,072;362;2,552;5,760;362;3,118;5,191;365;88;8,221;365
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3119;1096;Municipio/TIOC;Santa Cruz;Chiquitos;Roboré;Roboré;2,816;458;2,358;877;1,939;110;2,706;3,747;792;2,955;899;2,848;523;3,224;58;3,689;15;3,732;5,348;1,309;3,763;276;1,313;3,766;269;1,939;3,136;273;150;4,922;276;44;5,028;276
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3120;1097;Municipio/TIOC;Santa Cruz;Chiquitos;Roboré;Urbana;1,827;403;1,424;669;1,158;100;1,727;2,442;605;1,837;626;1,816;404;2,038;16;2,426;11;2,431;3,268;870;2,254;144;945;2,180;143;1,307;1,818;143;26;3,098;144;25;3,099;144
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3121;1098;Municipio/TIOC;Santa Cruz;Chiquitos;Roboré;Rural;989;55;934;208;781;10;979;1,305;187;1,118;273;1,032;119;1,186;42;1,263;4;1,301;2,080;439;1,509;132;368;1,586;126;632;1,318;130;124;1,824;132;19;1,929;132
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3122;1099;Provincia;Santa Cruz;Sara;;Sara;7,883;767;7,116;3,913;3,970;684;7,199;10,451;1,714;8,737;2,699;7,752;4,320;6,131;316;10,135;48;10,403;12,935;2,635;9,641;659;3,982;8,297;656;7,714;4,564;657;213;12,062;660;205;12,068;662
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3123;1100;Provincia;Santa Cruz;Sara;;Urbana;4,117;562;3,555;1,867;2,250;517;3,600;5,404;1,052;4,352;1,370;4,034;2,162;3,242;106;5,298;17;5,387;6,698;1,439;4,905;354;2,359;3,986;353;3,898;2,446;354;88;6,254;356;79;6,262;357
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3124;1101;Provincia;Santa Cruz;Sara;;Rural;3,766;205;3,561;2,046;1,720;167;3,599;5,047;662;4,385;1,329;3,718;2,158;2,889;210;4,837;31;5,016;6,237;1,196;4,736;305;1,623;4,311;303;3,816;2,118;303;125;5,808;304;126;5,806;305
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3125;1102;Municipio/TIOC;Santa Cruz;Sara;Portachuelo;Portachuelo;3,413;417;2,996;1,514;1,899;532;2,881;4,119;821;3,298;1,028;3,091;1,734;2,385;156;3,963;14;4,105;5,445;1,213;3,916;316;1,909;3,223;313;3,240;1,891;314;80;5,048;317;64;5,062;319
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3126;1103;Municipio/TIOC;Santa Cruz;Sara;Portachuelo;Urbana;2,304;356;1,948;1,069;1,235;458;1,846;3,189;693;2,496;801;2,388;1,435;1,754;73;3,116;10;3,179;4,186;1,039;2,902;245;1,593;2,349;244;2,559;1,382;245;42;3,897;247;48;3,890;248
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3127;1104;Municipio/TIOC;Santa Cruz;Sara;Portachuelo;Rural;1,109;61;1,048;445;664;74;1,035;930;128;802;227;703;299;631;83;847;4;926;1,259;174;1,014;71;316;874;69;681;509;69;38;1,151;70;16;1,172;71
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3128;1105;Municipio/TIOC;Santa Cruz;Sara;Santa Rosa;Santa Rosa;3,231;204;3,027;1,922;1,309;110;3,121;4,978;679;4,299;1,362;3,616;2,208;2,770;133;4,845;30;4,948;5,957;1,171;4,529;257;1,598;4,102;257;3,709;1,991;257;112;5,588;257;122;5,578;257
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3129;1106;Municipio/TIOC;Santa Cruz;Sara;Santa Rosa;Urbana;792;79;713;377;415;27;765;1,164;186;978;316;848;416;748;23;1,141;6;1,158;1,288;204;1,023;61;350;877;61;700;527;61;29;1,198;61;18;1,209;61
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3130;1107;Municipio/TIOC;Santa Cruz;Sara;Santa Rosa;Rural;2,439;125;2,314;1,545;894;83;2,356;3,814;493;3,321;1,046;2,768;1,792;2,022;110;3,704;24;3,790;4,669;967;3,506;196;1,248;3,225;196;3,009;1,464;196;83;4,390;196;104;4,369;196
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3131;1108;Municipio/TIOC;Santa Cruz;Sara;Colpa Bélgica;Colpa Bélgica;1,239;146;1,093;477;762;42;1,197;1,354;214;1,140;309;1,045;378;976;27;1,327;4;1,350;1,533;251;1,196;86;475;972;86;765;682;86;21;1,426;86;19;1,428;86
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3132;1109;Municipio/TIOC;Santa Cruz;Sara;Colpa Bélgica;Urbana;1,021;127;894;421;600;32;989;1,051;173;878;253;798;311;740;10;1,041;1;1,050;1,224;196;980;48;416;760;48;639;537;48;17;1,159;48;13;1,163;48
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3133;1110;Municipio/TIOC;Santa Cruz;Sara;Colpa Bélgica;Rural;218;19;199;56;162;10;208;303;41;262;56;247;67;236;17;286;3;300;309;55;216;38;59;212;38;126;145;38;4;267;38;6;265;38
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3134;1111;Provincia;Santa Cruz;Cordillera;;Cordillera;18,828;2,415;16,413;6,059;12,769;593;18,235;25,882;4,449;21,433;5,592;20,290;2,765;23,117;2,896;22,986;65;25,817;34,985;6,515;26,340;2,130;6,795;26,133;2,057;8,468;24,402;2,115;3,479;29,366;2,140;331;32,508;2,146
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3135;1112;Provincia;Santa Cruz;Cordillera;;Urbana;7,089;1,577;5,512;2,696;4,393;387;6,702;10,425;2,458;7,967;2,408;8,017;1,314;9,111;69;10,356;26;10,399;12,872;3,617;8,737;518;3,592;8,765;515;3,224;9,130;518;124;12,230;518;133;12,221;518
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3136;1113;Provincia;Santa Cruz;Cordillera;;Rural;11,739;838;10,901;3,363;8,376;206;11,533;15,457;1,991;13,466;3,184;12,273;1,451;14,006;2,827;12,630;39;15,418;22,113;2,898;17,603;1,612;3,203;17,368;1,542;5,244;15,272;1,597;3,355;17,136;1,622;198;20,287;1,628
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3137;1114;Municipio/TIOC;Santa Cruz;Cordillera;Lagunillas;Lagunillas;1,000;100;900;215;785;18;982;1,071;206;865;228;843;102;969;50;1,021;1;1,070;1,569;258;1,204;107;244;1,219;106;338;1,124;107;25;1,437;107;11;1,451;107
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3138;1115;Municipio/TIOC;Santa Cruz;Cordillera;Lagunillas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3139;1116;Municipio/TIOC;Santa Cruz;Cordillera;Lagunillas;Rural;1,000;100;900;215;785;18;982;1,071;206;865;228;843;102;969;50;1,021;1;1,070;1,569;258;1,204;107;244;1,219;106;338;1,124;107;25;1,437;107;11;1,451;107
