cuadro;no;nivel;departamento;provincia;municipio_tioc;area;total_incritos_en_servicio_de_registro_civil;total_incritos_en_servicio_de_registro_civil_tiene;total_incritos_en_servicio_de_registro_civil_no_tiene;total_incritos_en_servicio_de_registro_civil_sin_especificar;total_tenencia_de_cedula_de_identidad_total;total_tenencia_de_cedula_de_identidad_tiene;total_tenencia_de_cedula_de_identidad_no_tiene;total_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;total_tenencia_de_cedula_de_identidad_sin_especificar;"total_inscritos_en_servicio_de_registro_civil_
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"total_tenencia_de_cedula_de_identidad
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";hombres_incritos_en_servicio_de_registro_civil_total;hombres_incritos_en_servicio_de_registro_civil_tiene;hombres_incritos_en_servicio_de_registro_civil_no_tiene;hombres_incritos_en_servicio_de_registro_civil_sin_especificar;hombres_tenencia_de_cedula_de_identidad_total;hombres_tenencia_de_cedula_de_identidad_tiene;hombres_tenencia_de_cedula_de_identidad_no_tiene;hombres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;hombres_tenencia_de_cedula_de_identidad_sin_especificar;"hombres_inscritos_en_servicio_de_registro_civil_
()_tiene";"hombres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"hombres_tenencia_de_cedula_de_identidad
()_tiene";"hombres_tenencia_de_cedula_de_identidad
()_no_tiene";mujeres_incritos_en_servicio_de_registro_civil_total;mujeres_incritos_en_servicio_de_registro_civil_tiene;mujeres_incritos_en_servicio_de_registro_civil_no_tiene;mujeres_incritos_en_servicio_de_registro_civil_sin_especificar;mujeres_tenencia_de_cedula_de_identidad_total;mujeres_tenencia_de_cedula_de_identidad_tiene;mujeres_tenencia_de_cedula_de_identidad_no_tiene;mujeres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;mujeres_tenencia_de_cedula_de_identidad_sin_especificar;"mujeres_inscritos_en_servicio_de_registro_civil_
()_tiene";"mujeres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_no_tiene"
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3052;1029;Municipio/TIOC;Tarija;O'Connor;Entre Ríos;Rural;16,625;16,479;87;59;16,625;16,431;94;38;62;99.5;0.5;99.4;0.6;8,682;8,603;49;30;8,682;8,583;51;18;30;99.4;0.6;99.4;0.6;7,943;7,876;38;29;7,943;7,848;43;20;32;99.5;0.5;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3053;1030;Departamento;Santa Cruz;;;Santa Cruz;3,122,605;3,062,750;45,284;14,571;3,122,605;3,043,075;36,376;24,800;18,354;98.5;1.5;98.8;1.2;1,582,326;1,549,790;24,766;7,770;1,582,326;1,539,135;19,723;13,537;9,931;98.4;1.6;98.7;1.3;1,540,279;1,512,960;20,518;6,801;1,540,279;1,503,940;16,653;11,263;8,423;98.7;1.3;98.9;1.1
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3054;1031;Departamento;Santa Cruz;;;Urbana;2,586,632;2,545,799;30,426;10,407;2,586,632;2,533,755;22,387;16,973;13,517;98.8;1.2;99.1;0.9;1,289,604;1,267,344;16,794;5,466;1,289,604;1,260,808;12,072;9,467;7,257;98.7;1.3;99.1;0.9;1,297,028;1,278,455;13,632;4,941;1,297,028;1,272,947;10,315;7,506;6,260;98.9;1.1;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3055;1032;Departamento;Santa Cruz;;;Rural;535,973;516,951;14,858;4,164;535,973;509,320;13,989;7,827;4,837;97.2;2.8;97.4;2.6;292,722;282,446;7,972;2,304;292,722;278,327;7,651;4,070;2,674;97.3;2.7;97.4;2.6;243,251;234,505;6,886;1,860;243,251;230,993;6,338;3,757;2,163;97.1;2.9;97.4;2.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3056;1033;Provincia;Santa Cruz;Andrés Ibáñez;;Andrés Ibáñez;1,944,134;1,912,099;24,868;7,167;1,944,134;1,903,281;16,321;14,829;9,703;98.7;1.3;99.2;0.8;968,379;950,968;13,662;3,749;968,379;946,197;8,792;8,191;5,199;98.6;1.4;99.1;0.9;975,755;961,131;11,206;3,418;975,755;957,084;7,529;6,638;4,504;98.8;1.2;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3057;1034;Provincia;Santa Cruz;Andrés Ibáñez;;Urbana;1,883,039;1,852,167;24,021;6,851;1,883,039;1,843,770;15,473;14,470;9,326;98.7;1.3;99.2;0.8;935,838;919,070;13,187;3,581;935,838;914,535;8,297;8,007;4,999;98.6;1.4;99.1;0.9;947,201;933,097;10,834;3,270;947,201;929,235;7,176;6,463;4,327;98.9;1.1;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3058;1035;Provincia;Santa Cruz;Andrés Ibáñez;;Rural;61,095;59,932;847;316;61,095;59,511;848;359;377;98.6;1.4;98.6;1.4;32,541;31,898;475;168;32,541;31,662;495;184;200;98.5;1.5;98.5;1.5;28,554;28,034;372;148;28,554;27,849;353;175;177;98.7;1.3;98.8;1.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3059;1036;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Santa Cruz de la Sierra;1,610,982;1,583,079;22,019;5,884;1,610,982;1,575,712;13,689;13,454;8,127;98.6;1.4;99.1;0.9;799,830;784,682;12,077;3,071;799,830;780,683;7,373;7,416;4,358;98.5;1.5;99.1;0.9;811,152;798,397;9,942;2,813;811,152;795,029;6,316;6,038;3,769;98.8;1.2;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3060;1037;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Urbana;1,601,724;1,574,237;21,682;5,805;1,601,724;1,567,039;13,348;13,289;8,048;98.6;1.4;99.2;0.8;794,930;780,018;11,883;3,029;794,930;776,111;7,175;7,329;4,315;98.5;1.5;99.1;0.9;806,794;794,219;9,799;2,776;806,794;790,928;6,173;5,960;3,733;98.8;1.2;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3061;1038;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;Rural;9,258;8,842;337;79;9,258;8,673;341;165;79;96.3;3.7;96.3;3.7;4,900;4,664;194;42;4,900;4,572;198;87;43;96.0;4.0;95.9;4.1;4,358;4,178;143;37;4,358;4,101;143;78;36;96.7;3.3;96.7;3.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3062;1039;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Cotoca;106,603;105,139;969;495;106,603;104,578;1,100;344;581;99.1;0.9;99.0;1.0;54,479;53,674;546;259;54,479;53,369;593;207;310;99.0;1.0;98.9;1.1;52,124;51,465;423;236;52,124;51,209;507;137;271;99.2;0.8;99.0;1.0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3063;1040;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Urbana;90,285;89,053;832;400;90,285;88,581;922;309;473;99.1;0.9;99.0;1.0;45,875;45,197;470;208;45,875;44,943;491;188;253;99.0;1.0;98.9;1.1;44,410;43,856;362;192;44,410;43,638;431;121;220;99.2;0.8;99.0;1.0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3064;1041;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Cotoca;Rural;16,318;16,086;137;95;16,318;15,997;178;35;108;99.2;0.8;98.9;1.1;8,604;8,477;76;51;8,604;8,426;102;19;57;99.1;0.9;98.8;1.2;7,714;7,609;61;44;7,714;7,571;76;16;51;99.2;0.8;99.0;1.0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3065;1042;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Porongo;23,126;22,484;547;95;23,126;22,341;199;439;147;97.6;2.4;99.1;0.9;11,983;11,630;300;53;11,983;11,548;125;229;81;97.5;2.5;98.9;1.1;11,143;10,854;247;42;11,143;10,793;74;210;66;97.8;2.2;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3066;1043;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Urbana;11,360;10,941;395;24;11,360;10,858;95;352;55;96.5;3.5;99.2;0.8;5,600;5,377;207;16;5,600;5,330;53;184;33;96.3;3.7;99.0;1.0;5,760;5,564;188;8;5,760;5,528;42;168;22;96.7;3.3;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3067;1044;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;Porongo;Rural;11,766;11,543;152;71;11,766;11,483;104;87;92;98.7;1.3;99.1;0.9;6,383;6,253;93;37;6,383;6,218;72;45;48;98.5;1.5;98.9;1.1;5,383;5,290;59;34;5,383;5,265;32;42;44;98.9;1.1;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3068;1045;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;La Guardia;147,726;146,222;987;517;147,726;145,704;952;446;624;99.3;0.7;99.4;0.6;73,823;72,998;548;277;73,823;72,731;499;258;335;99.3;0.7;99.3;0.7;73,903;73,224;439;240;73,903;72,973;453;188;289;99.4;0.6;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3069;1046;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;Urbana;139,699;138,308;899;492;139,699;137,834;862;412;591;99.4;0.6;99.4;0.6;69,542;68,773;504;265;69,542;68,536;446;241;319;99.3;0.7;99.4;0.6;70,157;69,535;395;227;70,157;69,298;416;171;272;99.4;0.6;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3070;1047;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;La Guardia;Rural;8,027;7,914;88;25;8,027;7,870;90;34;33;98.9;1.1;98.9;1.1;4,281;4,225;44;12;4,281;4,195;53;17;16;99.0;1.0;98.8;1.2;3,746;3,689;44;13;3,746;3,675;37;17;17;98.8;1.2;99.0;1.0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3071;1048;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;El Torno;55,697;55,175;346;176;55,697;54,946;381;146;224;99.4;0.6;99.3;0.7;28,264;27,984;191;89;28,264;27,866;202;81;115;99.3;0.7;99.3;0.7;27,433;27,191;155;87;27,433;27,080;179;65;109;99.4;0.6;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3072;1049;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;Urbana;39,971;39,628;213;130;39,971;39,458;246;108;159;99.5;0.5;99.4;0.6;19,891;19,705;123;63;19,891;19,615;132;65;79;99.4;0.6;99.3;0.7;20,080;19,923;90;67;20,080;19,843;114;43;80;99.6;0.4;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3073;1050;Municipio/TIOC;Santa Cruz;Andrés Ibáñez;El Torno;Rural;15,726;15,547;133;46;15,726;15,488;135;38;65;99.2;0.8;99.1;0.9;8,373;8,279;68;26;8,373;8,251;70;16;36;99.2;0.8;99.2;0.8;7,353;7,268;65;20;7,353;7,237;65;22;29;99.1;0.9;99.1;0.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3074;1051;Provincia;Santa Cruz;Warnes;;Warnes;161,913;159,423;1,528;962;161,913;158,637;1,561;601;1,114;99.1;0.9;99.0;1.0;82,321;80,928;868;525;82,321;80,468;883;349;621;98.9;1.1;98.9;1.1;79,592;78,495;660;437;79,592;78,169;678;252;493;99.2;0.8;99.1;0.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3075;1052;Provincia;Santa Cruz;Warnes;;Urbana;140,306;138,320;1,206;780;140,306;137,668;1,202;530;906;99.1;0.9;99.1;0.9;70,785;69,698;665;422;70,785;69,320;656;309;500;99.1;0.9;99.1;0.9;69,521;68,622;541;358;69,521;68,348;546;221;406;99.2;0.8;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3076;1053;Provincia;Santa Cruz;Warnes;;Rural;21,607;21,103;322;182;21,607;20,969;359;71;208;98.5;1.5;98.3;1.7;11,536;11,230;203;103;11,536;11,148;227;40;121;98.2;1.8;98.0;2.0;10,071;9,873;119;79;10,071;9,821;132;31;87;98.8;1.2;98.7;1.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3077;1054;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Warnes;151,248;148,970;1,347;931;151,248;148,241;1,422;510;1,075;99.1;0.9;99.1;0.9;76,819;75,543;768;508;76,819;75,115;801;301;602;99.0;1.0;98.9;1.1;74,429;73,427;579;423;74,429;73,126;621;209;473;99.2;0.8;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3078;1055;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Urbana;135,108;133,200;1,142;766;135,108;132,566;1,157;495;890;99.1;0.9;99.1;0.9;68,218;67,171;634;413;68,218;66,801;632;294;491;99.1;0.9;99.1;0.9;66,890;66,029;508;353;66,890;65,765;525;201;399;99.2;0.8;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3079;1056;Municipio/TIOC;Santa Cruz;Warnes;Warnes;Rural;16,140;15,770;205;165;16,140;15,675;265;15;185;98.7;1.3;98.3;1.7;8,601;8,372;134;95;8,601;8,314;169;7;111;98.4;1.6;98.0;2.0;7,539;7,398;71;70;7,539;7,361;96;8;74;99.0;1.0;98.7;1.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3080;1057;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Okinawa Uno;10,665;10,453;181;31;10,665;10,396;139;91;39;98.3;1.7;98.7;1.3;5,502;5,385;100;17;5,502;5,353;82;48;19;98.2;1.8;98.5;1.5;5,163;5,068;81;14;5,163;5,043;57;43;20;98.4;1.6;98.9;1.1
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3081;1058;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Urbana;5,198;5,120;64;14;5,198;5,102;45;35;16;98.8;1.2;99.1;0.9;2,567;2,527;31;9;2,567;2,519;24;15;9;98.8;1.2;99.1;0.9;2,631;2,593;33;5;2,631;2,583;21;20;7;98.7;1.3;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3082;1059;Municipio/TIOC;Santa Cruz;Warnes;Okinawa Uno;Rural;5,467;5,333;117;17;5,467;5,294;94;56;23;97.9;2.1;98.3;1.7;2,935;2,858;69;8;2,935;2,834;58;33;10;97.6;2.4;98.0;2.0;2,532;2,475;48;9;2,532;2,460;36;23;13;98.1;1.9;98.6;1.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3083;1060;Provincia;Santa Cruz;Velasco;;Velasco;91,184;88,594;2,040;550;91,184;87,493;2,412;587;692;97.7;2.3;97.3;2.7;48,219;46,800;1,105;314;48,219;46,191;1,296;345;387;97.7;2.3;97.3;2.7;42,965;41,794;935;236;42,965;41,302;1,116;242;305;97.8;2.2;97.4;2.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3084;1061;Provincia;Santa Cruz;Velasco;;Urbana;40,197;39,484;513;200;40,197;39,136;610;174;277;98.7;1.3;98.5;1.5;20,235;19,827;298;110;20,235;19,629;341;114;151;98.5;1.5;98.3;1.7;19,962;19,657;215;90;19,962;19,507;269;60;126;98.9;1.1;98.6;1.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3085;1062;Provincia;Santa Cruz;Velasco;;Rural;50,987;49,110;1,527;350;50,987;48,357;1,802;413;415;97.0;3.0;96.4;3.6;27,984;26,973;807;204;27,984;26,562;955;231;236;97.1;2.9;96.6;3.4;23,003;22,137;720;146;23,003;21,795;847;182;179;96.8;3.2;96.3;3.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3086;1063;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;San Ignacio;67,103;65,409;1,361;333;67,103;64,629;1,676;358;440;98.0;2.0;97.5;2.5;35,121;34,172;755;194;35,121;33,735;914;222;250;97.8;2.2;97.4;2.6;31,982;31,237;606;139;31,982;30,894;762;136;190;98.1;1.9;97.6;2.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3087;1064;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;Urbana;32,027;31,429;447;151;32,027;31,152;509;145;221;98.6;1.4;98.4;1.6;16,219;15,866;264;89;16,219;15,702;294;98;125;98.4;1.6;98.2;1.8;15,808;15,563;183;62;15,808;15,450;215;47;96;98.8;1.2;98.6;1.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3088;1065;Municipio/TIOC;Santa Cruz;Velasco;San Ignacio;Rural;35,076;33,980;914;182;35,076;33,477;1,167;213;219;97.4;2.6;96.7;3.3;18,902;18,306;491;105;18,902;18,033;620;124;125;97.4;2.6;96.7;3.3;16,174;15,674;423;77;16,174;15,444;547;89;94;97.4;2.6;96.6;3.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3089;1066;Municipio/TIOC;Santa Cruz;Velasco;San Miguel;San Miguel;15,239;14,730;374;135;15,239;14,551;444;88;156;97.5;2.5;97.1;2.9;8,164;7,901;187;76;8,164;7,810;225;42;87;97.7;2.3;97.2;2.8;7,075;6,829;187;59;7,075;6,741;219;46;69;97.3;2.7;96.9;3.1
