cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2001_total;2001_total_tiene;2001_total_no_tiene;2001_total_sin_especificar;2001_hombres_total;2001_hombres_tiene;2001_hombres_no_tiene;2001_hombres_sin_especificar;2001_mujeres_total;2001_mujeres_tiene;2001_mujeres_no_tiene;2001_mujeres_sin_especificar;2012_total;2012_total_tiene;2012_total_no_tiene;2012_total_sin_especificar;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_hombres_sin_especificar;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2012_mujeres_sin_especificar;2024_total;2024_total_tiene;2024_total_no_tiene;2024_total_sin_especificar;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_hombres_sin_especificar;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene;2024_mujeres_sin_especificar
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3327;1304;Municipio/TIOC;Beni;Marbán;San Andrés;Urbana;;;;;;;;;;;;;2,343;2,297;38;8;1,162;1,137;21;4;1,181;1,160;17;4;2,549;2,516;13;20;1,279;1,259;7;13;1,270;1,257;6;7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3328;1305;Municipio/TIOC;Beni;Marbán;San Andrés;Rural;10,595;7,684;2,611;300;5,892;4,383;1,352;157;4,703;3,301;1,259;143;10,160;9,805;291;64;5,684;5,486;161;37;4,476;4,319;130;27;13,021;12,826;74;121;7,490;7,372;43;75;5,531;5,454;31;46
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3329;1306;Provincia;Beni;Mamoré;;Mamoré;12,397;10,465;1,642;290;6,675;5,632;890;153;5,722;4,833;752;137;12,817;12,352;429;36;7,050;6,788;241;21;5,767;5,564;188;15;13,388;13,058;176;154;7,205;7,024;99;82;6,183;6,034;77;72
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3330;1307;Provincia;Beni;Mamoré;;Urbana;7,351;6,659;551;141;3,722;3,360;291;71;3,629;3,299;260;70;8,101;7,916;169;16;4,229;4,121;100;8;3,872;3,795;69;8;8,636;8,498;47;91;4,492;4,417;30;45;4,144;4,081;17;46
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3331;1308;Provincia;Beni;Mamoré;;Rural;5,046;3,806;1,091;149;2,953;2,272;599;82;2,093;1,534;492;67;4,716;4,436;260;20;2,821;2,667;141;13;1,895;1,769;119;7;4,752;4,560;129;63;2,713;2,607;69;37;2,039;1,953;60;26
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3332;1309;Municipio/TIOC;Beni;Mamoré;San Joaquín;San Joaquín;5,452;4,588;710;154;2,932;2,455;402;75;2,520;2,133;308;79;6,917;6,628;268;21;3,834;3,668;155;11;3,083;2,960;113;10;6,808;6,605;126;77;3,668;3,551;76;41;3,140;3,054;50;36
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3333;1310;Municipio/TIOC;Beni;Mamoré;San Joaquín;Urbana;3,518;3,180;259;79;1,771;1,591;144;36;1,747;1,589;115;43;4,556;4,431;116;9;2,419;2,342;72;5;2,137;2,089;44;4;4,799;4,710;29;60;2,535;2,483;20;32;2,264;2,227;9;28
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3334;1311;Municipio/TIOC;Beni;Mamoré;San Joaquín;Rural;1,934;1,408;451;75;1,161;864;258;39;773;544;193;36;2,361;2,197;152;12;1,415;1,326;83;6;946;871;69;6;2,009;1,895;97;17;1,133;1,068;56;9;876;827;41;8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3335;1312;Municipio/TIOC;Beni;Mamoré;San Ramón;San Ramón;5,927;5,177;635;115;3,188;2,784;337;67;2,739;2,393;298;48;4,955;4,828;114;13;2,678;2,605;65;8;2,277;2,223;49;5;5,489;5,387;30;72;2,938;2,887;14;37;2,551;2,500;16;35
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3336;1313;Municipio/TIOC;Beni;Mamoré;San Ramón;Urbana;3,833;3,479;292;62;1,951;1,769;147;35;1,882;1,710;145;27;3,545;3,485;53;7;1,810;1,779;28;3;1,735;1,706;25;4;3,837;3,788;18;31;1,957;1,934;10;13;1,880;1,854;8;18
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3337;1314;Municipio/TIOC;Beni;Mamoré;San Ramón;Rural;2,094;1,698;343;53;1,237;1,015;190;32;857;683;153;21;1,410;1,343;61;6;868;826;37;5;542;517;24;1;1,652;1,599;12;41;981;953;4;24;671;646;8;17
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3338;1315;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Puerto Siles;1,018;700;297;21;555;393;151;11;463;307;146;10;945;896;47;2;538;515;21;2;407;381;26;0;1,091;1,066;20;5;599;586;9;4;492;480;11;1
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3339;1316;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3340;1317;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Rural;1,018;700;297;21;555;393;151;11;463;307;146;10;945;896;47;2;538;515;21;2;407;381;26;0;1,091;1,066;20;5;599;586;9;4;492;480;11;1
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3341;1318;Provincia;Beni;Iténez;;Iténez;18,878;15,383;3,096;399;10,151;8,263;1,680;208;8,727;7,120;1,416;191;21,453;20,735;660;58;11,812;11,387;400;25;9,641;9,348;260;33;24,903;24,412;276;215;13,578;13,279;172;127;11,325;11,133;104;88
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3342;1319;Provincia;Beni;Iténez;;Urbana;8,818;7,574;1,079;165;4,501;3,814;592;95;4,317;3,760;487;70;12,236;11,977;228;31;6,275;6,122;142;11;5,961;5,855;86;20;14,231;14,062;75;94;7,331;7,232;47;52;6,900;6,830;28;42
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3343;1320;Provincia;Beni;Iténez;;Rural;10,060;7,809;2,017;234;5,650;4,449;1,088;113;4,410;3,360;929;121;9,217;8,758;432;27;5,537;5,265;258;14;3,680;3,493;174;13;10,672;10,350;201;121;6,247;6,047;125;75;4,425;4,303;76;46
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3344;1321;Municipio/TIOC;Beni;Iténez;Magdalena;Magdalena;9,908;8,227;1,504;177;5,255;4,317;842;96;4,653;3,910;662;81;11,377;10,936;408;33;6,051;5,801;241;9;5,326;5,135;167;24;12,785;12,587;87;111;6,742;6,626;49;67;6,043;5,961;38;44
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3345;1322;Municipio/TIOC;Beni;Iténez;Magdalena;Urbana;6,396;5,511;788;97;3,247;2,750;440;57;3,149;2,761;348;40;8,056;7,835;197;24;4,111;3,986;118;7;3,945;3,849;79;17;9,845;9,722;50;73;5,032;4,962;29;41;4,813;4,760;21;32
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3346;1323;Municipio/TIOC;Beni;Iténez;Magdalena;Rural;3,512;2,716;716;80;2,008;1,567;402;39;1,504;1,149;314;41;3,321;3,101;211;9;1,940;1,815;123;2;1,381;1,286;88;7;2,940;2,865;37;38;1,710;1,664;20;26;1,230;1,201;17;12
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3347;1324;Municipio/TIOC;Beni;Iténez;Baures;Baures;5,264;3,972;1,154;138;2,829;2,167;592;70;2,435;1,805;562;68;5,965;5,817;142;6;3,462;3,369;87;6;2,503;2,448;55;0;7,488;7,311;140;37;4,309;4,197;89;23;3,179;3,114;51;14
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3348;1325;Municipio/TIOC;Beni;Iténez;Baures;Urbana;2,422;2,063;291;68;1,254;1,064;152;38;1,168;999;139;30;2,127;2,115;12;0;1,076;1,066;10;0;1,051;1,049;2;0;2,148;2,136;7;5;1,099;1,093;5;1;1,049;1,043;2;4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3349;1326;Municipio/TIOC;Beni;Iténez;Baures;Rural;2,842;1,909;863;70;1,575;1,103;440;32;1,267;806;423;38;3,838;3,702;130;6;2,386;2,303;77;6;1,452;1,399;53;0;5,340;5,175;133;32;3,210;3,104;84;22;2,130;2,071;49;10
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3350;1327;Municipio/TIOC;Beni;Iténez;Huacaraje;Huacaraje;3,706;3,184;438;84;2,067;1,779;246;42;1,639;1,405;192;42;4,111;3,982;110;19;2,299;2,217;72;10;1,812;1,765;38;9;4,630;4,514;49;67;2,527;2,456;34;37;2,103;2,058;15;30
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3351;1328;Municipio/TIOC;Beni;Iténez;Huacaraje;Urbana;;;;;;;;;;;;;2,053;2,027;19;7;1,088;1,070;14;4;965;957;5;3;2,238;2,204;18;16;1,200;1,177;13;10;1,038;1,027;5;6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3352;1329;Municipio/TIOC;Beni;Iténez;Huacaraje;Rural;3,706;3,184;438;84;2,067;1,779;246;42;1,639;1,405;192;42;2,058;1,955;91;12;1,211;1,147;58;6;847;808;33;6;2,392;2,310;31;51;1,327;1,279;21;27;1,065;1,031;10;24
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3353;1330;Provincia;Beni;Territorio Indígena Multiétnico;;Territorio Indígena Multiétnico;2,013;1,494;437;82;1,072;814;216;42;941;680;221;40;3,232;2,937;286;9;1,723;1,577;140;6;1,509;1,360;146;3;3,973;3,827;119;27;2,138;2,059;63;16;1,835;1,768;56;11
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3354;1331;Provincia;Beni;Territorio Indígena Multiétnico;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3355;1332;Provincia;Beni;Territorio Indígena Multiétnico;;Rural;2,013;1,494;437;82;1,072;814;216;42;941;680;221;40;3,232;2,937;286;9;1,723;1,577;140;6;1,509;1,360;146;3;3,973;3,827;119;27;2,138;2,059;63;16;1,835;1,768;56;11
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3356;1333;Municipio/TIOC;Beni;Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;2,013;1,494;437;82;1,072;814;216;42;941;680;221;40;3,232;2,937;286;9;1,723;1,577;140;6;1,509;1,360;146;3;3,973;3,827;119;27;2,138;2,059;63;16;1,835;1,768;56;11
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3357;1334;Municipio/TIOC;Beni;Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3358;1335;Municipio/TIOC;Beni;Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;Rural;2,013;1,494;437;82;1,072;814;216;42;941;680;221;40;3,232;2,937;286;9;1,723;1,577;140;6;1,509;1,360;146;3;3,973;3,827;119;27;2,138;2,059;63;16;1,835;1,768;56;11
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3359;1336;Departamento;Pando;;;Pando;52,525;41,177;9,899;1,449;28,940;22,819;5,297;824;23,585;18,358;4,602;625;110,436;107,140;3,055;241;59,751;57,963;1,668;120;50,685;49,177;1,387;121;134,194;131,825;1,513;856;70,839;69,539;827;473;63,355;62,286;686;383
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3360;1337;Departamento;Pando;;;Urbana;20,820;19,186;1,246;388;10,850;10,028;626;196;9,970;9,158;620;192;53,831;53,096;639;96;28,010;27,650;312;48;25,821;25,446;327;48;70,723;69,815;595;313;36,069;35,579;321;169;34,654;34,236;274;144
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3361;1338;Departamento;Pando;;;Rural;31,705;21,991;8,653;1,061;18,090;12,791;4,671;628;13,615;9,200;3,982;433;56,605;54,044;2,416;145;31,741;30,313;1,356;72;24,864;23,731;1,060;73;63,471;62,010;918;543;34,770;33,960;506;304;28,701;28,050;412;239
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3362;1339;Provincia;Pando;Nicolás Suárez;;Nicolás Suárez;29,536;25,878;3,056;602;15,917;13,968;1,631;318;13,619;11,910;1,425;284;60,297;59,071;1,120;106;31,830;31,154;622;54;28,467;27,917;498;52;70,534;69,302;895;337;36,276;35,593;495;188;34,258;33,709;400;149
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3363;1340;Provincia;Pando;Nicolás Suárez;;Urbana;20,820;19,186;1,246;388;10,850;10,028;626;196;9,970;9,158;620;192;48,511;47,927;502;82;25,020;24,731;248;41;23,491;23,196;254;41;60,674;59,842;551;281;30,703;30,259;294;150;29,971;29,583;257;131
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3364;1341;Provincia;Pando;Nicolás Suárez;;Rural;8,716;6,692;1,810;214;5,067;3,940;1,005;122;3,649;2,752;805;92;11,786;11,144;618;24;6,810;6,423;374;13;4,976;4,721;244;11;9,860;9,460;344;56;5,573;5,334;201;38;4,287;4,126;143;18
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3365;1342;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;Cobija;22,324;20,332;1,519;473;11,755;10,734;773;248;10,569;9,598;746;225;46,267;45,685;507;75;23,978;23,674;268;36;22,289;22,011;239;39;55,114;54,396;549;169;28,121;27,731;298;92;26,993;26,665;251;77
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3366;1343;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;Urbana;20,820;19,186;1,246;388;10,850;10,028;626;196;9,970;9,158;620;192;44,120;43,610;441;69;22,675;22,416;224;35;21,445;21,194;217;34;53,367;52,703;505;159;27,136;26,778;274;84;26,231;25,925;231;75
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3367;1344;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;Rural;1,504;1,146;273;85;905;706;147;52;599;440;126;33;2,147;2,075;66;6;1,303;1,258;44;1;844;817;22;5;1,747;1,693;44;10;985;953;24;8;762;740;20;2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3368;1345;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;Porvenir;3,713;3,089;558;66;2,109;1,765;312;32;1,604;1,324;246;34;7,948;7,754;177;17;4,354;4,257;89;8;3,594;3,497;88;9;9,353;9,122;97;134;4,654;4,535;46;73;4,699;4,587;51;61
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3369;1346;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;Urbana;;;;;;;;;;;;;4,391;4,317;61;13;2,345;2,315;24;6;2,046;2,002;37;7;7,307;7,139;46;122;3,567;3,481;20;66;3,740;3,658;26;56
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3370;1347;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;Rural;3,713;3,089;558;66;2,109;1,765;312;32;1,604;1,324;246;34;3,557;3,437;116;4;2,009;1,942;65;2;1,548;1,495;51;2;2,046;1,983;51;12;1,087;1,054;26;7;959;929;25;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3371;1348;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;Bolpebra;1,194;881;293;20;712;542;158;12;482;339;135;8;2,173;2,017;151;5;1,250;1,164;82;4;923;853;69;1;2,437;2,335;84;18;1,394;1,325;56;13;1,043;1,010;28;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3372;1349;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3373;1350;Municipio/TIOC;Pando;Nicolás Suárez;Bolpebra;Rural;1,194;881;293;20;712;542;158;12;482;339;135;8;2,173;2,017;151;5;1,250;1,164;82;4;923;853;69;1;2,437;2,335;84;18;1,394;1,325;56;13;1,043;1,010;28;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3374;1351;Municipio/TIOC;Pando;Nicolás Suárez;Bella Flor;Bella Flor;2,305;1,576;686;43;1,341;927;388;26;964;649;298;17;3,909;3,615;285;9;2,248;2,059;183;6;1,661;1,556;102;3;3,630;3,449;165;16;2,107;2,002;95;10;1,523;1,447;70;6
