cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;total_total;total_hombres;total_mujeres;total_sin_especificar;2019_total;2019_hombres;2019_mujeres;2019_sin_especificar;2020_total;2020_hombres;2020_mujeres;2020_sin_especificar;2021_total;2021_hombres;2021_mujeres;2021_sin_especificar;2022_total;2022_hombres;2022_mujeres;2022_sin_especificar;2023_total;2023_hombres;2023_mujeres;2023_sin_especificar;2024_total;2024_hombres;2024_mujeres;2024_sin_especificar;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7354;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;30 a 59;83;51;32;0;17;11;6;0;5;3;2;0;19;11;8;0;22;17;5;0;20;9;11;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7355;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;60 o más;154;85;69;0;21;12;9;0;26;16;10;0;30;14;16;0;31;16;15;0;46;27;19;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7356;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;Sin especificar;20;12;7;1;3;3;0;0;4;2;1;1;7;4;3;0;4;1;3;0;2;2;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7357;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;Rural;86;51;34;1;6;6;0;0;17;11;6;0;13;10;3;0;22;8;14;0;28;16;11;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7358;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;0 a 17;7;6;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;5;4;0;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7359;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;18 a 29;8;6;2;0;2;2;0;0;2;2;0;0;1;1;0;0;2;0;2;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7360;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;30 a 59;31;16;15;0;3;3;0;0;6;3;3;0;6;4;2;0;7;2;5;0;9;4;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7361;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;60 o más;34;19;15;0;0;0;0;0;8;6;2;0;3;2;1;0;11;5;6;0;12;6;6;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7362;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Suárez;Sin especificar;6;4;2;0;1;1;0;0;1;0;1;0;1;1;0;0;2;1;1;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7363;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;Puerto Quijarro;390;209;179;2;74;35;39;0;80;40;40;0;76;46;30;0;64;29;33;2;96;59;37;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7364;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;0 a 17;24;10;14;0;6;2;4;0;3;1;2;0;5;3;2;0;5;2;3;0;5;2;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7365;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;18 a 29;23;17;6;0;9;7;2;0;4;2;2;0;4;4;0;0;3;2;1;0;3;2;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7366;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;30 a 59;116;63;53;0;24;10;14;0;30;13;17;0;23;14;9;0;16;11;5;0;23;15;8;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7367;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;60 o más;205;107;98;0;31;14;17;0;38;21;17;0;40;22;18;0;36;12;24;0;60;38;22;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7368;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;Sin especificar;22;12;8;2;4;2;2;0;5;3;2;0;4;3;1;0;4;2;0;2;5;2;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7369;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;Urbana;386;205;179;2;74;35;39;0;79;39;40;0;74;44;30;0;64;29;33;2;95;58;37;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7370;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;0 a 17;24;10;14;0;6;2;4;0;3;1;2;0;5;3;2;0;5;2;3;0;5;2;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7371;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;18 a 29;21;15;6;0;9;7;2;0;4;2;2;0;2;2;0;0;3;2;1;0;3;2;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7372;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;30 a 59;115;62;53;0;24;10;14;0;30;13;17;0;23;14;9;0;16;11;5;0;22;14;8;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7373;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;60 o más;204;106;98;0;31;14;17;0;37;20;17;0;40;22;18;0;36;12;24;0;60;38;22;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7374;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;Sin especificar;22;12;8;2;4;2;2;0;5;3;2;0;4;3;1;0;4;2;0;2;5;2;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7375;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;Rural;4;4;0;0;0;0;0;0;1;1;0;0;2;2;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7376;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;0 a 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7377;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;18 a 29;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7378;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;30 a 59;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7379;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;60 o más;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7380;Municipio/TIOC;Santa Cruz  ;Germán Busch;Puerto Quijarro;Sin especificar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7381;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;El Carmen Rivero Tórrez;169;91;78;0;23;10;13;0;28;13;15;0;34;21;13;0;38;18;20;0;46;29;17;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7382;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;0 a 17;24;15;9;0;2;1;1;0;4;2;2;0;5;4;1;0;2;2;0;0;11;6;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7383;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;18 a 29;14;9;5;0;0;0;0;0;2;2;0;0;2;2;0;0;3;3;0;0;7;2;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7384;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;30 a 59;45;23;22;0;9;2;7;0;7;3;4;0;7;4;3;0;8;4;4;0;14;10;4;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7385;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;60 o más;74;38;36;0;11;6;5;0;12;5;7;0;19;11;8;0;19;6;13;0;13;10;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7386;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;Sin especificar;12;6;6;0;1;1;0;0;3;1;2;0;1;0;1;0;6;3;3;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7387;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;Urbana;116;59;57;0;14;5;9;0;19;9;10;0;23;13;10;0;29;13;16;0;31;19;12;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7388;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;0 a 17;9;4;5;0;1;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;5;2;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7389;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;18 a 29;9;5;4;0;0;0;0;0;2;2;0;0;1;1;0;0;2;2;0;0;4;0;4;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7390;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;30 a 59;33;19;14;0;5;2;3;0;4;2;2;0;5;3;2;0;7;3;4;0;12;9;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7391;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;60 o más;58;28;30;0;7;2;5;0;10;5;5;0;15;8;7;0;16;5;11;0;10;8;2;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7392;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;Sin especificar;7;3;4;0;1;1;0;0;2;0;2;0;1;0;1;0;3;2;1;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7393;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;Rural;53;32;21;0;9;5;4;0;9;4;5;0;11;8;3;0;9;5;4;0;15;10;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7394;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;0 a 17;15;11;4;0;1;1;0;0;3;2;1;0;4;3;1;0;1;1;0;0;6;4;2;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7395;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;18 a 29;5;4;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;3;2;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7396;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;30 a 59;12;4;8;0;4;0;4;0;3;1;2;0;2;1;1;0;1;1;0;0;2;1;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7397;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;60 o más;16;10;6;0;4;4;0;0;2;0;2;0;4;3;1;0;3;1;2;0;3;2;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7398;Municipio/TIOC;Santa Cruz  ;Germán Busch;El Carmen Rivero Tórrez;Sin especificar;5;3;2;0;0;0;0;0;1;1;0;0;0;0;0;0;3;1;2;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7399;Provincia;Santa Cruz  ;Guarayos;El Carmen Rivero Tórrez;Guarayos;1,333;762;567;4;209;117;92;0;275;188;87;0;248;141;105;2;262;143;118;1;339;173;165;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7400;Provincia;Santa Cruz  ;Guarayos;El Carmen Rivero Tórrez;0 a 17;161;71;89;1;37;16;21;0;30;11;19;0;24;12;12;0;27;15;12;0;43;17;25;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7401;Provincia;Santa Cruz  ;Guarayos;El Carmen Rivero Tórrez;18 a 29;105;68;37;0;23;14;9;0;14;9;5;0;15;9;6;0;27;19;8;0;26;17;9;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7402;Provincia;Santa Cruz  ;Guarayos;El Carmen Rivero Tórrez;30 a 59;408;253;155;0;54;38;16;0;95;73;22;0;78;43;35;0;81;42;39;0;100;57;43;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7403;Provincia;Santa Cruz  ;Guarayos;El Carmen Rivero Tórrez;60 o más;608;344;263;1;88;45;43;0;127;88;39;0;122;75;47;0;116;62;53;1;155;74;81;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7404;Provincia;Santa Cruz  ;Guarayos;El Carmen Rivero Tórrez;Sin especificar;51;26;23;2;7;4;3;0;9;7;2;0;9;2;5;2;11;5;6;0;15;8;7;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7405;Provincia;Santa Cruz  ;Guarayos;El Carmen Rivero Tórrez;Urbana;811;442;368;1;133;73;60;0;181;122;59;0;149;87;62;0;153;71;82;0;195;89;105;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7406;Provincia;Santa Cruz  ;Guarayos;El Carmen Rivero Tórrez;0 a 17;88;36;51;1;21;9;12;0;17;6;11;0;14;7;7;0;15;7;8;0;21;7;13;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7407;Provincia;Santa Cruz  ;Guarayos;El Carmen Rivero Tórrez;18 a 29;63;39;24;0;14;9;5;0;12;8;4;0;9;6;3;0;11;6;5;0;17;10;7;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);7408;Provincia;Santa Cruz  ;Guarayos;El Carmen Rivero Tórrez;30 a 59;240;139;101;0;40;25;15;0;58;44;14;0;42;22;20;0;44;19;25;0;56;29;27;0;;;;;;;;;;
