cuarto;no;nivel;departamento;provincia;municipio_tioc;area;2001_total_mujeres;2001_mujeres_sin_informacion;2001_mujeres_sin_hijos;2001_mujeres_con_hijos;2001_hijos_nacidos_vivos;2001_paridez_media;2012_total_mujeres;2012_mujeres_sin_informacion;2012_mujeres_sin_hijos;2012_mujeres_con_hijos;2012_hijos_nacidos_vivos;2012_paridez_media;2024_total_mujeres;2024_mujeres_sin_informacion;2024_mujeres_sin_hijos;2024_mujeres_con_hijos;2024_hijos_nacidos_vivos;2024_paridez_media;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11129;9106;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;15 a 19;479;158;268;53;59;0.2;598;240;256;102;120;0.3;443;187;228;28;29;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11130;9107;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;20 a 24;322;52;82;188;306;1.1;427;101;99;227;340;1.0;479;103;182;194;278;0.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11131;9108;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;25 a 29;250;14;22;214;481;2.0;387;50;51;286;572;1.7;437;50;83;304;542;1.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11132;9109;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;30 a 34;221;16;8;197;559;2.7;344;40;18;286;727;2.4;403;21;41;341;759;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11133;9110;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;35 a 39;240;5;19;216;819;3.5;352;36;13;303;887;2.8;384;11;16;357;867;2.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11134;9111;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;40 a 44;199;5;10;184;751;3.9;257;26;10;221;743;3.2;333;14;15;304;816;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11135;9112;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;45 a 49;176;0;13;163;751;4.3;230;16;7;207;780;3.6;342;13;15;314;881;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11136;9113;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;Rural;1,662;172;223;1,267;4,855;3.3;1,374;225;141;1,008;3,108;2.7;1,182;163;149;870;2,213;2.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11137;9114;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;15 a 19;284;92;129;63;83;0.4;230;110;74;46;54;0.5;123;52;51;20;20;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11138;9115;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;20 a 24;250;20;45;185;348;1.5;174;28;26;120;199;1.4;136;26;36;74;112;1.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11139;9116;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;25 a 29;241;15;15;211;577;2.6;175;18;18;139;299;1.9;173;18;19;136;259;1.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11140;9117;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;30 a 34;266;17;11;238;885;3.6;206;20;9;177;457;2.5;205;18;16;171;433;2.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11141;9118;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;35 a 39;226;11;12;203;806;3.7;181;18;8;155;559;3.4;172;15;9;148;389;2.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11142;9119;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;40 a 44;207;10;6;191;1,092;5.5;212;17;6;189;770;3.9;189;15;9;165;496;2.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11143;9120;Municipio;Santa Cruz  ;Vallegrande;Vallegrande;45 a 49;188;7;5;176;1,064;5.9;196;14;0;182;770;4.2;184;19;9;156;504;3.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11144;9121;Municipio;Santa Cruz  ;Vallegrande;Trigal;Trigal;443;46;102;295;1,052;2.6;506;119;64;323;845;2.2;584;77;164;343;811;1.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11145;9122;Municipio;Santa Cruz  ;Vallegrande;Trigal;15 a 19;100;28;65;7;9;0.1;98;51;38;9;11;0.2;80;30;45;5;6;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11146;9123;Municipio;Santa Cruz  ;Vallegrande;Trigal;20 a 24;59;6;17;36;62;1.2;85;27;8;50;72;1.2;75;16;38;21;28;0.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11147;9124;Municipio;Santa Cruz  ;Vallegrande;Trigal;25 a 29;54;2;5;47;95;1.8;82;17;10;55;115;1.8;100;11;25;64;111;1.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11148;9125;Municipio;Santa Cruz  ;Vallegrande;Trigal;30 a 34;67;6;5;56;199;3.3;69;8;4;57;149;2.4;101;10;17;74;174;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11149;9126;Municipio;Santa Cruz  ;Vallegrande;Trigal;35 a 39;59;0;6;53;208;3.5;59;7;1;51;150;2.9;83;6;17;60;151;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11150;9127;Municipio;Santa Cruz  ;Vallegrande;Trigal;40 a 44;56;4;1;51;214;4.1;64;4;2;58;197;3.3;71;2;14;55;146;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11151;9128;Municipio;Santa Cruz  ;Vallegrande;Trigal;45 a 49;48;0;3;45;265;5.5;49;5;1;43;151;3.4;74;2;8;64;195;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11152;9129;Municipio;Santa Cruz  ;Vallegrande;Trigal;Urbana;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11153;9130;Municipio;Santa Cruz  ;Vallegrande;Trigal;15 a 19;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11154;9131;Municipio;Santa Cruz  ;Vallegrande;Trigal;20 a 24;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11155;9132;Municipio;Santa Cruz  ;Vallegrande;Trigal;25 a 29;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11156;9133;Municipio;Santa Cruz  ;Vallegrande;Trigal;30 a 34;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11157;9134;Municipio;Santa Cruz  ;Vallegrande;Trigal;35 a 39;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11158;9135;Municipio;Santa Cruz  ;Vallegrande;Trigal;40 a 44;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11159;9136;Municipio;Santa Cruz  ;Vallegrande;Trigal;45 a 49;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11160;9137;Municipio;Santa Cruz  ;Vallegrande;Trigal;Rural;443;46;102;295;1,052;2.6;506;119;64;323;845;2.2;584;77;164;343;811;1.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11161;9138;Municipio;Santa Cruz  ;Vallegrande;Trigal;15 a 19;100;28;65;7;9;0.1;98;51;38;9;11;0.2;80;30;45;5;6;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11162;9139;Municipio;Santa Cruz  ;Vallegrande;Trigal;20 a 24;59;6;17;36;62;1.2;85;27;8;50;72;1.2;75;16;38;21;28;0.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11163;9140;Municipio;Santa Cruz  ;Vallegrande;Trigal;25 a 29;54;2;5;47;95;1.8;82;17;10;55;115;1.8;100;11;25;64;111;1.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11164;9141;Municipio;Santa Cruz  ;Vallegrande;Trigal;30 a 34;67;6;5;56;199;3.3;69;8;4;57;149;2.4;101;10;17;74;174;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11165;9142;Municipio;Santa Cruz  ;Vallegrande;Trigal;35 a 39;59;0;6;53;208;3.5;59;7;1;51;150;2.9;83;6;17;60;151;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11166;9143;Municipio;Santa Cruz  ;Vallegrande;Trigal;40 a 44;56;4;1;51;214;4.1;64;4;2;58;197;3.3;71;2;14;55;146;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11167;9144;Municipio;Santa Cruz  ;Vallegrande;Trigal;45 a 49;48;0;3;45;265;5.5;49;5;1;43;151;3.4;74;2;8;64;195;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11168;9145;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;Moro Moro;636;55;99;482;1,982;3.4;614;81;71;462;1,487;2.8;640;68;105;467;1,105;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11169;9146;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;15 a 19;118;40;47;31;42;0.5;111;35;46;30;34;0.4;86;27;44;15;16;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11170;9147;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;20 a 24;104;4;21;79;175;1.8;83;16;13;54;85;1.3;99;17;26;56;77;0.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11171;9148;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;25 a 29;108;3;9;96;268;2.6;92;15;5;72;136;1.8;104;17;16;71;111;1.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11172;9149;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;30 a 34;85;3;6;76;293;3.6;82;5;2;75;214;2.8;97;0;10;87;181;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11173;9150;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;35 a 39;94;2;8;84;429;4.7;100;5;3;92;328;3.5;91;0;6;85;226;2.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11174;9151;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;40 a 44;66;1;5;60;375;5.8;70;2;0;68;315;4.6;77;5;2;70;203;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11175;9152;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;45 a 49;61;2;3;56;400;6.8;76;3;2;71;375;5.1;86;2;1;83;291;3.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11176;9153;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;Urbana;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11177;9154;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;15 a 19;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11178;9155;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;20 a 24;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11179;9156;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;25 a 29;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11180;9157;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;30 a 34;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11181;9158;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;35 a 39;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11182;9159;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;40 a 44;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11183;9160;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;45 a 49;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11184;9161;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;Rural;636;55;99;482;1,982;3.4;614;81;71;462;1,487;2.8;640;68;105;467;1,105;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11185;9162;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;15 a 19;118;40;47;31;42;0.5;111;35;46;30;34;0.4;86;27;44;15;16;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11186;9163;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;20 a 24;104;4;21;79;175;1.8;83;16;13;54;85;1.3;99;17;26;56;77;0.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11187;9164;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;25 a 29;108;3;9;96;268;2.6;92;15;5;72;136;1.8;104;17;16;71;111;1.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11188;9165;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;30 a 34;85;3;6;76;293;3.6;82;5;2;75;214;2.8;97;0;10;87;181;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11189;9166;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;35 a 39;94;2;8;84;429;4.7;100;5;3;92;328;3.5;91;0;6;85;226;2.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11190;9167;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;40 a 44;66;1;5;60;375;5.8;70;2;0;68;315;4.6;77;5;2;70;203;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11191;9168;Municipio;Santa Cruz  ;Vallegrande;Moro Moro;45 a 49;61;2;3;56;400;6.8;76;3;2;71;375;5.1;86;2;1;83;291;3.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11192;9169;Municipio;Santa Cruz  ;Vallegrande;Postrer Valle;Postrer Valle;522;52;113;357;1,335;2.8;538;54;157;327;1,049;2.2;387;68;55;264;753;2.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11193;9170;Municipio;Santa Cruz  ;Vallegrande;Postrer Valle;15 a 19;106;23;60;23;36;0.4;90;20;54;16;20;0.3;60;34;23;3;3;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 11194;9171;Municipio;Santa Cruz  ;Vallegrande;Postrer Valle;20 a 24;105;15;27;63;116;1.3;88;8;39;41;69;0.9;61;15;15;31;49;1.1;;
