cuadro;pregunta;no;nivel;departamento;provincia;municipio_tioc;area;2012_poblacion_total;2012_publico_acude;2012_publico_no_acude;2012_caja_de_salud_acude;2012_caja_de_salud_no_acude;2012_privado_acude;2012_privado_no_acude;2012_seguro_salud_privado_acude;2012_seguro_salud_privado_no_acude;2012_medico_tradicional_acude;2012_medico_tradicional_no_acude;2012_farmacia_o_automedica_acude;2012_farmacia_o_automedica_no_acude;2012_soluciones_caseras_acude;2012_soluciones_caseras_no_acude;2024_poblacion_total;2024_publico_acude;2024_publico_no_acude;2024_publico_sin_especificar;2024_caja_de_salud_acude;2024_caja_de_salud_no_acude;2024_caja_de_salud_sin_especificar;2024_privado_acude;2024_privado_no_acude;2024_privado_sin_especificar;2024_atencion_medica_a_domicilio_acude;2024_atencion_medica_a_domicilio_no_acude;2024_atencion_medica_a_domicilio_sin_especificar;2024_medico_tradicional_acude;2024_medico_tradicional_no_acude;2024_medico_tradicional_sin_especificar;2024_farmacia_o_automedica_acude;2024_farmacia_o_automedica_no_acude;2024_farmacia_o_automedica_sin_especificar;2024_soluciones_caseras_acude;2024_soluciones_caseras_no_acude;2024_soluciones_caseras_sin_especificar
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3122;a donde acuden las personas cuando tienen problemas de salud;1100;Provincia;Santa Cruz  ;Sara;;Urbana;23,904;17,824;6,080;6,691;17,213;2,284;21,620;1,577;22,327;2,231;21,673;8,960;14,944;7,928;15,976;26,182;22,239;3,780;163;5,984;20,024;174;6,538;19,464;180;1,460;24,542;180;3,966;22,036;180;10,316;15,687;179;14,377;11,626;179
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3123;a donde acuden las personas cuando tienen problemas de salud;1101;Provincia;Santa Cruz  ;Sara;;Rural;19,267;15,780;3,487;2,261;17,006;2,037;17,230;627;18,640;3,045;16,222;6,707;12,560;7,633;11,634;18,567;16,796;1,572;199;1,871;16,487;209;4,125;14,230;212;1,454;16,902;211;3,335;15,020;212;8,528;9,827;212;12,144;6,213;210
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3124;a donde acuden las personas cuando tienen problemas de salud;1102;Municipio/TIOC;Santa Cruz  ;Sara;Portachuelo;Portachuelo;17,885;13,571;4,314;5,100;12,785;1,725;16,160;1,000;16,885;1,868;16,017;6,244;11,641;6,400;11,485;20,743;17,366;3,218;159;4,829;15,740;174;5,752;14,810;181;1,088;19,474;181;3,327;17,235;181;7,357;13,205;181;10,893;9,671;179
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3125;a donde acuden las personas cuando tienen problemas de salud;1103;Municipio/TIOC;Santa Cruz  ;Sara;Portachuelo;Urbana;14,091;10,365;3,726;4,548;9,543;1,373;12,718;851;13,240;1,383;12,708;5,062;9,029;4,794;9,297;16,532;13,645;2,783;104;4,430;11,989;113;5,178;11,235;119;925;15,488;119;2,830;13,583;119;6,090;10,323;119;8,716;7,697;119
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3126;a donde acuden las personas cuando tienen problemas de salud;1104;Municipio/TIOC;Santa Cruz  ;Sara;Portachuelo;Rural;3,794;3,206;588;552;3,242;352;3,442;149;3,645;485;3,309;1,182;2,612;1,606;2,188;4,211;3,721;435;55;399;3,751;61;574;3,575;62;163;3,986;62;497;3,652;62;1,267;2,882;62;2,177;1,974;60
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3127;a donde acuden las personas cuando tienen problemas de salud;1105;Municipio/TIOC;Santa Cruz  ;Sara;Santa Rosa;Santa Rosa;19,217;16,262;2,955;1,823;17,394;1,740;17,477;478;18,739;2,780;16,437;6,934;12,283;6,931;12,286;17,999;16,445;1,398;156;1,908;15,931;160;4,000;13,838;161;1,456;16,383;160;3,384;14,454;161;9,158;8,680;161;12,252;5,586;161
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3128;a donde acuden las personas cuando tienen problemas de salud;1106;Municipio/TIOC;Santa Cruz  ;Sara;Santa Rosa;Urbana;5,238;4,558;680;499;4,739;336;4,902;82;5,156;416;4,822;2,071;3,167;1,625;3,613;4,661;4,251;383;27;549;4,085;27;595;4,039;27;215;4,419;27;631;4,003;27;2,175;2,459;27;2,875;1,759;27
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3129;a donde acuden las personas cuando tienen problemas de salud;1107;Municipio/TIOC;Santa Cruz  ;Sara;Santa Rosa;Rural;13,979;11,704;2,275;1,324;12,655;1,404;12,575;396;13,583;2,364;11,615;4,863;9,116;5,306;8,673;13,338;12,194;1,015;129;1,359;11,846;133;3,405;9,799;134;1,241;11,964;133;2,753;10,451;134;6,983;6,221;134;9,377;3,827;134
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3130;a donde acuden las personas cuando tienen problemas de salud;1108;Municipio/TIOC;Santa Cruz  ;Sara;Colpa Bélgica;Colpa Bélgica;6,069;3,771;2,298;2,029;4,040;856;5,213;726;5,343;628;5,441;2,489;3,580;2,230;3,839;6,007;5,224;736;47;1,118;4,840;49;911;5,046;50;370;5,587;50;590;5,367;50;2,329;3,629;49;3,376;2,582;49
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3131;a donde acuden las personas cuando tienen problemas de salud;1109;Municipio/TIOC;Santa Cruz  ;Sara;Colpa Bélgica;Urbana;4,575;2,901;1,674;1,644;2,931;575;4,000;644;3,931;432;4,143;1,827;2,748;1,509;3,066;4,989;4,343;614;32;1,005;3,950;34;765;4,190;34;320;4,635;34;505;4,450;34;2,051;2,905;33;2,786;2,170;33
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3132;a donde acuden las personas cuando tienen problemas de salud;1110;Municipio/TIOC;Santa Cruz  ;Sara;Colpa Bélgica;Rural;1,494;870;624;385;1,109;281;1,213;82;1,412;196;1,298;662;832;721;773;1,018;881;122;15;113;890;15;146;856;16;50;952;16;85;917;16;278;724;16;590;412;16
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3133;a donde acuden las personas cuando tienen problemas de salud;1111;Provincia;Santa Cruz  ;Cordillera;;Cordillera;120,236;85,883;34,353;20,323;99,913;11,079;109,157;6,192;114,044;17,539;102,697;33,767;86,469;43,417;76,819;134,948;109,958;23,197;1,793;17,666;115,380;1,902;22,892;110,137;1,919;13,803;119,223;1,922;23,160;109,866;1,922;42,748;90,285;1,915;72,782;60,244;1,922
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3134;a donde acuden las personas cuando tienen problemas de salud;1112;Provincia;Santa Cruz  ;Cordillera;;Urbana;42,936;27,908;15,028;13,350;29,586;3,998;38,938;4,086;38,850;4,467;38,469;17,731;25,205;17,531;25,405;47,309;38,004;8,992;313;10,457;36,506;346;8,099;38,858;352;3,387;43,569;353;8,090;38,866;353;19,041;27,920;348;28,282;18,675;352
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3135;a donde acuden las personas cuando tienen problemas de salud;1113;Provincia;Santa Cruz  ;Cordillera;;Rural;77,300;57,975;19,325;6,973;70,327;7,081;70,219;2,106;75,194;13,072;64,228;16,036;61,264;25,886;51,414;87,639;71,954;14,205;1,480;7,209;78,874;1,556;14,793;71,279;1,567;10,416;75,654;1,569;15,070;71,000;1,569;23,707;62,365;1,567;44,500;41,569;1,570
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3136;a donde acuden las personas cuando tienen problemas de salud;1114;Municipio/TIOC;Santa Cruz  ;Cordillera;Lagunillas;Lagunillas;5,366;4,642;724;519;4,847;211;5,155;147;5,219;1,188;4,178;1,075;4,291;2,027;3,339;5,946;5,482;412;52;657;5,235;54;460;5,431;55;1,084;4,807;55;1,170;4,721;55;1,661;4,230;55;3,653;2,238;55
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3137;a donde acuden las personas cuando tienen problemas de salud;1115;Municipio/TIOC;Santa Cruz  ;Cordillera;Lagunillas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3138;a donde acuden las personas cuando tienen problemas de salud;1116;Municipio/TIOC;Santa Cruz  ;Cordillera;Lagunillas;Rural;5,366;4,642;724;519;4,847;211;5,155;147;5,219;1,188;4,178;1,075;4,291;2,027;3,339;5,946;5,482;412;52;657;5,235;54;460;5,431;55;1,084;4,807;55;1,170;4,721;55;1,661;4,230;55;3,653;2,238;55
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3139;a donde acuden las personas cuando tienen problemas de salud;1117;Municipio/TIOC;Santa Cruz  ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Charagua (Autonomía Guaraní Charagua Iyambae);32,186;26,000;6,186;3,163;29,023;3,231;28,955;1,026;31,160;2,882;29,304;3,894;28,292;6,032;26,154;38,420;32,519;5,207;694;3,512;34,193;715;7,418;30,283;719;5,005;32,695;720;7,177;30,524;719;10,483;27,218;719;19,318;18,381;721
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3140;a donde acuden las personas cuando tienen problemas de salud;1118;Municipio/TIOC;Santa Cruz  ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Urbana;3,496;2,318;1,178;1,053;2,443;387;3,109;178;3,318;206;3,290;719;2,777;703;2,793;5,654;4,936;693;25;1,255;4,373;26;1,353;4,274;27;650;4,977;27;1,253;4,374;27;2,172;3,455;27;3,645;1,982;27
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3141;a donde acuden las personas cuando tienen problemas de salud;1119;Municipio/TIOC;Santa Cruz  ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Rural;28,690;23,682;5,008;2,110;26,580;2,844;25,846;848;27,842;2,676;26,014;3,175;25,515;5,329;23,361;32,766;27,583;4,514;669;2,257;29,820;689;6,065;26,009;692;4,355;27,718;693;5,924;26,150;692;8,311;23,763;692;15,673;16,399;694
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3142;a donde acuden las personas cuando tienen problemas de salud;1120;Municipio/TIOC;Santa Cruz  ;Cordillera;Cabezas;Cabezas;26,434;16,078;10,356;2,042;24,392;3,831;22,603;709;25,725;5,814;20,620;8,582;17,852;10,444;15,990;32,961;24,767;7,740;454;3,212;29,283;466;7,859;24,634;468;2,422;30,070;469;5,323;27,168;470;11,738;20,757;466;17,016;15,476;469
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3143;a donde acuden las personas cuando tienen problemas de salud;1121;Municipio/TIOC;Santa Cruz  ;Cordillera;Cabezas;Urbana;4,709;4,016;693;486;4,223;393;4,316;141;4,568;472;4,237;1,346;3,363;1,522;3,187;8,938;8,174;677;87;1,056;7,791;91;983;7,863;92;485;8,361;92;1,198;7,648;92;3,018;5,831;89;4,182;4,665;91
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3144;a donde acuden las personas cuando tienen problemas de salud;1122;Municipio/TIOC;Santa Cruz  ;Cordillera;Cabezas;Rural;21,725;12,062;9,663;1,556;20,169;3,438;18,287;568;21,157;5,342;16,383;7,236;14,489;8,922;12,803;24,023;16,593;7,063;367;2,156;21,492;375;6,876;16,771;376;1,937;21,709;377;4,125;19,520;378;8,720;14,926;377;12,834;10,811;378
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3145;a donde acuden las personas cuando tienen problemas de salud;1123;Municipio/TIOC;Santa Cruz  ;Cordillera;Cuevo;Cuevo;5,052;3,986;1,066;787;4,265;195;4,857;96;4,956;657;4,395;518;4,534;2,046;3,006;5,335;4,811;460;64;641;4,627;67;493;4,774;68;542;4,725;68;1,338;3,929;68;1,839;3,428;68;3,474;1,793;68
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3146;a donde acuden las personas cuando tienen problemas de salud;1124;Municipio/TIOC;Santa Cruz  ;Cordillera;Cuevo;Urbana;2,475;1,888;587;607;1,868;153;2,322;64;2,411;189;2,286;382;2,093;710;1,765;2,942;2,678;247;17;477;2,447;18;375;2,549;18;240;2,684;18;921;2,003;18;1,338;1,586;18;2,147;777;18
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3147;a donde acuden las personas cuando tienen problemas de salud;1125;Municipio/TIOC;Santa Cruz  ;Cordillera;Cuevo;Rural;2,577;2,098;479;180;2,397;42;2,535;32;2,545;468;2,109;136;2,441;1,336;1,241;2,393;2,133;213;47;164;2,180;49;118;2,225;50;302;2,041;50;417;1,926;50;501;1,842;50;1,327;1,016;50
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3148;a donde acuden las personas cuando tienen problemas de salud;1126;Municipio/TIOC;Santa Cruz  ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Gutiérrez (Autonomía Indígena Kereimba Iyaambae);12,273;10,345;1,928;1,551;10,722;416;11,857;384;11,889;2,103;10,170;2,460;9,813;5,133;7,140;14,389;13,252;959;178;1,190;12,980;219;516;13,649;224;1,835;12,330;224;2,148;12,017;224;2,369;11,797;223;6,772;7,393;224
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3149;a donde acuden las personas cuando tienen problemas de salud;1127;Municipio/TIOC;Santa Cruz  ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3150;a donde acuden las personas cuando tienen problemas de salud;1128;Municipio/TIOC;Santa Cruz  ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Rural;12,273;10,345;1,928;1,551;10,722;416;11,857;384;11,889;2,103;10,170;2,460;9,813;5,133;7,140;14,389;13,252;959;178;1,190;12,980;219;516;13,649;224;1,835;12,330;224;2,148;12,017;224;2,369;11,797;223;6,772;7,393;224
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3151;a donde acuden las personas cuando tienen problemas de salud;1129;Municipio/TIOC;Santa Cruz  ;Cordillera;Camiri;Camiri;33,838;20,519;13,319;11,525;22,313;2,888;30,950;3,605;30,233;4,296;29,542;15,309;18,529;14,972;18,866;32,285;24,202;7,858;225;7,881;24,149;255;5,212;26,814;259;1,968;30,057;260;5,164;26,861;260;12,891;19,136;258;18,704;13,322;259
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3152;a donde acuden las personas cuando tienen problemas de salud;1130;Municipio/TIOC;Santa Cruz  ;Cordillera;Camiri;Urbana;28,855;16,773;12,082;10,578;18,277;2,788;26,067;3,496;25,359;3,152;25,703;13,658;15,197;12,609;16,246;25,898;18,642;7,100;156;7,151;18,564;183;4,866;20,845;187;1,524;24,186;188;3,998;21,712;188;10,966;14,746;186;15,520;10,190;188
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3153;a donde acuden las personas cuando tienen problemas de salud;1131;Municipio/TIOC;Santa Cruz  ;Cordillera;Camiri;Rural;4,983;3,746;1,237;947;4,036;100;4,883;109;4,874;1,144;3,839;1,651;3,332;2,363;2,620;6,387;5,560;758;69;730;5,585;72;346;5,969;72;444;5,871;72;1,166;5,149;72;1,925;4,390;72;3,184;3,132;71
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 3154;a donde acuden las personas cuando tienen problemas de salud;1132;Municipio/TIOC;Santa Cruz  ;Cordillera;Boyuibe;Boyuibe;5,087;4,313;774;736;4,351;307;4,780;225;4,862;599;4,488;1,929;3,158;2,763;2,324;5,612;4,925;561;126;573;4,913;126;934;4,552;126;947;4,539;126;840;4,646;126;1,767;3,719;126;3,845;1,641;126
