cuadro;no;nivel;departamento;provincia;municipio_tioc;area;poblacion_total;poblacion_registrado_o_afiliado_o_ninguno;sus;cns_cp_cc_cbp_cossmil_su_otros;privado;ninguno;sin_especificar;hombres_total;hombres_poblacion_registrado_o_afiliado_o_ninguno;hombres_sus;hombres_cns_cp_cc_cbp_cossmil_su_otros;hombres_privado;hombres_ninguno;hombres_sin_especificar;mujeres_total;mujeres_poblacion_registrado_o_afiliado_o_ninguno;mujeres_sus;mujeres_cns_cp_cc_cbp_cossmil_su_otros;mujeres_privado;mujeres_ninguno;mujeres_sin_especificar
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3103;1080;Municipio;Santa Cruz  ;Ichilo;San Carlos;Rural;6,150;6,023;4,772;247;35;969;127;3,398;3,331;2,525;128;22;656;67;2,752;2,692;2,247;119;13;313;60
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3104;1081;Municipio;Santa Cruz  ;Ichilo;Yapacaní;Yapacaní;57,274;56,470;41,748;3,414;315;10,993;804;30,824;30,346;21,562;1,798;190;6,796;478;26,450;26,124;20,186;1,616;125;4,197;326
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3105;1082;Municipio;Santa Cruz  ;Ichilo;Yapacaní;Urbana;35,612;35,264;25,210;2,601;246;7,207;348;17,658;17,477;11,935;1,276;142;4,124;181;17,954;17,787;13,275;1,325;104;3,083;167
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3106;1083;Municipio;Santa Cruz  ;Ichilo;Yapacaní;Rural;21,662;21,206;16,538;813;69;3,786;456;13,166;12,869;9,627;522;48;2,672;297;8,496;8,337;6,911;291;21;1,114;159
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3107;1084;Municipio;Santa Cruz  ;Ichilo;San Juan;San Juan;10,102;9,951;7,088;1,093;291;1,479;151;5,432;5,353;3,717;575;159;902;79;4,670;4,598;3,371;518;132;577;72
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3108;1085;Municipio;Santa Cruz  ;Ichilo;San Juan;Urbana;6,020;5,933;4,130;851;227;725;87;3,052;3,012;2,057;434;121;400;40;2,968;2,921;2,073;417;106;325;47
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3109;1086;Municipio;Santa Cruz  ;Ichilo;San Juan;Rural;4,082;4,018;2,958;242;64;754;64;2,380;2,341;1,660;141;38;502;39;1,702;1,677;1,298;101;26;252;25
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3110;1087;Provincia;Santa Cruz  ;Chiquitos;;Chiquitos;112,838;110,880;51,191;7,114;673;51,902;1,958;59,869;58,838;26,233;3,681;409;28,515;1,031;52,969;52,042;24,958;3,433;264;23,387;927
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3111;1088;Provincia;Santa Cruz  ;Chiquitos;;Urbana;41,690;41,117;29,534;4,748;307;6,528;573;21,121;20,833;14,449;2,333;172;3,879;288;20,569;20,284;15,085;2,415;135;2,649;285
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3112;1089;Provincia;Santa Cruz  ;Chiquitos;;Rural;71,148;69,763;21,657;2,366;366;45,374;1,385;38,748;38,005;11,784;1,348;237;24,636;743;32,400;31,758;9,873;1,018;129;20,738;642
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3113;1090;Municipio;Santa Cruz  ;Chiquitos;San José;San José;40,454;39,792;17,952;1,896;227;19,717;662;21,669;21,314;9,332;946;134;10,902;355;18,785;18,478;8,620;950;93;8,815;307
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3114;1091;Municipio;Santa Cruz  ;Chiquitos;San José;Urbana;12,981;12,838;9,650;1,320;104;1,764;143;6,547;6,481;4,746;633;58;1,044;66;6,434;6,357;4,904;687;46;720;77
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3115;1092;Municipio;Santa Cruz  ;Chiquitos;San José;Rural;27,473;26,954;8,302;576;123;17,953;519;15,122;14,833;4,586;313;76;9,858;289;12,351;12,121;3,716;263;47;8,095;230
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3116;1093;Municipio;Santa Cruz  ;Chiquitos;Pailón;Pailón;53,811;52,801;20,883;2,673;326;28,919;1,010;28,269;27,762;10,526;1,468;206;15,562;507;25,542;25,039;10,357;1,205;120;13,357;503
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3117;1094;Municipio;Santa Cruz  ;Chiquitos;Pailón;Urbana;16,837;16,569;11,884;1,352;113;3,220;268;8,426;8,297;5,693;677;67;1,860;129;8,411;8,272;6,191;675;46;1,360;139
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3118;1095;Municipio;Santa Cruz  ;Chiquitos;Pailón;Rural;36,974;36,232;8,999;1,321;213;25,699;742;19,843;19,465;4,833;791;139;13,702;378;17,131;16,767;4,166;530;74;11,997;364
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3119;1096;Municipio;Santa Cruz  ;Chiquitos;Roboré;Roboré;18,573;18,287;12,356;2,545;120;3,266;286;9,931;9,762;6,375;1,267;69;2,051;169;8,642;8,525;5,981;1,278;51;1,215;117
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3120;1097;Municipio;Santa Cruz  ;Chiquitos;Roboré;Urbana;11,872;11,710;8,000;2,076;90;1,544;162;6,148;6,055;4,010;1,023;47;975;93;5,724;5,655;3,990;1,053;43;569;69
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3121;1098;Municipio;Santa Cruz  ;Chiquitos;Roboré;Rural;6,701;6,577;4,356;469;30;1,722;124;3,783;3,707;2,365;244;22;1,076;76;2,918;2,870;1,991;225;8;646;48
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3122;1099;Provincia;Santa Cruz  ;Sara;;Sara;44,286;43,646;32,840;4,837;278;5,691;640;23,276;22,910;16,664;2,407;162;3,677;366;21,010;20,736;16,176;2,430;116;2,014;274
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3123;1100;Provincia;Santa Cruz  ;Sara;;Urbana;25,898;25,635;18,655;3,887;182;2,911;263;12,946;12,804;9,039;1,878;99;1,788;142;12,952;12,831;9,616;2,009;83;1,123;121
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3124;1101;Provincia;Santa Cruz  ;Sara;;Rural;18,388;18,011;14,185;950;96;2,780;377;10,330;10,106;7,625;529;63;1,889;224;8,058;7,905;6,560;421;33;891;153
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3125;1102;Municipio;Santa Cruz  ;Sara;Portachuelo;Portachuelo;20,500;20,262;13,930;3,357;128;2,847;238;10,519;10,386;6,894;1,619;60;1,813;133;9,981;9,876;7,036;1,738;68;1,034;105
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3126;1103;Municipio;Santa Cruz  ;Sara;Portachuelo;Urbana;16,334;16,175;10,984;3,091;97;2,003;159;8,167;8,081;5,296;1,489;42;1,254;86;8,167;8,094;5,688;1,602;55;749;73
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3127;1104;Municipio;Santa Cruz  ;Sara;Portachuelo;Rural;4,166;4,087;2,946;266;31;844;79;2,352;2,305;1,598;130;18;559;47;1,814;1,782;1,348;136;13;285;32
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3128;1105;Municipio;Santa Cruz  ;Sara;Santa Rosa;Santa Rosa;17,841;17,503;14,400;914;74;2,115;338;9,681;9,485;7,518;492;49;1,426;196;8,160;8,018;6,882;422;25;689;142
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3129;1106;Municipio;Santa Cruz  ;Sara;Santa Rosa;Urbana;4,620;4,559;3,881;308;19;351;61;2,274;2,245;1,884;149;13;199;29;2,346;2,314;1,997;159;6;152;32
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3130;1107;Municipio;Santa Cruz  ;Sara;Santa Rosa;Rural;13,221;12,944;10,519;606;55;1,764;277;7,407;7,240;5,634;343;36;1,227;167;5,814;5,704;4,885;263;19;537;110
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3131;1108;Municipio;Santa Cruz  ;Sara;Colpa Bélgica;Colpa Bélgica;5,945;5,881;4,510;566;76;729;64;3,076;3,039;2,252;296;53;438;37;2,869;2,842;2,258;270;23;291;27
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3132;1109;Municipio;Santa Cruz  ;Sara;Colpa Bélgica;Urbana;4,944;4,901;3,790;488;66;557;43;2,505;2,478;1,859;240;44;335;27;2,439;2,423;1,931;248;22;222;16
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3133;1110;Municipio;Santa Cruz  ;Sara;Colpa Bélgica;Rural;1,001;980;720;78;10;172;21;571;561;393;56;9;103;10;430;419;327;22;1;69;11
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3134;1111;Provincia;Santa Cruz  ;Cordillera;;Cordillera;132,375;129,519;84,922;13,045;1,031;30,521;2,856;67,982;66,472;42,342;6,631;561;16,938;1,510;64,393;63,047;42,580;6,414;470;13,583;1,346
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3135;1112;Provincia;Santa Cruz  ;Cordillera;;Urbana;46,878;46,329;31,934;7,785;390;6,220;549;23,328;23,033;15,438;3,741;210;3,644;295;23,550;23,296;16,496;4,044;180;2,576;254
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3136;1113;Provincia;Santa Cruz  ;Cordillera;;Rural;85,497;83,190;52,988;5,260;641;24,301;2,307;44,654;43,439;26,904;2,890;351;13,294;1,215;40,843;39,751;26,084;2,370;290;11,007;1,092
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3137;1114;Municipio;Santa Cruz  ;Cordillera;Lagunillas;Lagunillas;5,841;5,748;4,730;517;22;479;93;3,034;2,982;2,401;266;15;300;52;2,807;2,766;2,329;251;7;179;41
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3138;1115;Municipio;Santa Cruz  ;Cordillera;Lagunillas;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3139;1116;Municipio;Santa Cruz  ;Cordillera;Lagunillas;Rural;5,841;5,748;4,730;517;22;479;93;3,034;2,982;2,401;266;15;300;52;2,807;2,766;2,329;251;7;179;41
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3140;1117;Municipio;Santa Cruz  ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Charagua (Autonomía Guaraní Charagua Iyambae);37,200;36,182;23,023;2,619;411;10,129;1,018;19,350;18,816;11,707;1,383;226;5,500;534;17,850;17,366;11,316;1,236;185;4,629;484
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3141;1118;Municipio;Santa Cruz  ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Urbana;5,608;5,548;4,008;866;33;641;60;2,909;2,877;2,026;441;21;389;32;2,699;2,671;1,982;425;12;252;28
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3142;1119;Municipio;Santa Cruz  ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Rural;31,592;30,634;19,015;1,753;378;9,488;958;16,441;15,939;9,681;942;205;5,111;502;15,151;14,695;9,334;811;173;4,377;456
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3143;1120;Municipio;Santa Cruz  ;Cordillera;Cabezas;Cabezas;32,468;31,681;16,932;2,172;182;12,395;787;17,201;16,773;8,616;1,243;103;6,811;428;15,267;14,908;8,316;929;79;5,584;359
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3144;1121;Municipio;Santa Cruz  ;Cordillera;Cabezas;Urbana;8,823;8,669;6,751;908;36;974;154;4,508;4,420;3,311;467;23;619;88;4,315;4,249;3,440;441;13;355;66
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3145;1122;Municipio;Santa Cruz  ;Cordillera;Cabezas;Rural;23,645;23,012;10,181;1,264;146;11,421;633;12,693;12,353;5,305;776;80;6,192;340;10,952;10,659;4,876;488;66;5,229;293
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3146;1123;Municipio;Santa Cruz  ;Cordillera;Cuevo;Cuevo;5,224;5,097;3,827;610;35;625;127;2,797;2,720;2,003;309;16;392;77;2,427;2,377;1,824;301;19;233;50
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3147;1124;Municipio;Santa Cruz  ;Cordillera;Cuevo;Urbana;2,921;2,877;2,039;461;19;358;44;1,586;1,558;1,095;235;8;220;28;1,335;1,319;944;226;11;138;16
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3148;1125;Municipio;Santa Cruz  ;Cordillera;Cuevo;Rural;2,303;2,220;1,788;149;16;267;83;1,211;1,162;908;74;8;172;49;1,092;1,058;880;75;8;95;34
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3149;1126;Municipio;Santa Cruz  ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Gutiérrez (Autonomía Indígena Kereimba Iyaambae);14,189;13,838;11,430;898;50;1,460;351;7,103;6,935;5,619;471;27;818;168;7,086;6,903;5,811;427;23;642;183
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3150;1127;Municipio;Santa Cruz  ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3151;1128;Municipio;Santa Cruz  ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Rural;14,189;13,838;11,430;898;50;1,460;351;7,103;6,935;5,619;471;27;818;168;7,086;6,903;5,811;427;23;642;183
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3152;1129;Municipio;Santa Cruz  ;Cordillera;Camiri;Camiri;31,971;31,637;20,964;5,810;312;4,551;334;15,582;15,413;9,905;2,738;163;2,607;169;16,389;16,224;11,059;3,072;149;1,944;165
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3153;1130;Municipio;Santa Cruz  ;Cordillera;Camiri;Urbana;25,675;25,446;15,999;5,193;285;3,969;229;12,303;12,190;7,399;2,412;149;2,230;113;13,372;13,256;8,600;2,781;136;1,739;116
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3154;1131;Municipio;Santa Cruz  ;Cordillera;Camiri;Rural;6,296;6,191;4,965;617;27;582;105;3,279;3,223;2,506;326;14;377;56;3,017;2,968;2,459;291;13;205;49
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3155;1132;Municipio;Santa Cruz  ;Cordillera;Boyuibe;Boyuibe;5,482;5,336;4,016;419;19;882;146;2,915;2,833;2,091;221;11;510;82;2,567;2,503;1,925;198;8;372;64
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 3156;1133;Municipio;Santa Cruz  ;Cordillera;Boyuibe;Urbana;3,851;3,789;3,137;357;17;278;62;2,022;1,988;1,607;186;9;186;34;1,829;1,801;1,530;171;8;92;28
