cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2021_poblacion_2001;2021_poblacion_1996;2021_no_migrantes;2021_porcentaje_de_no_migrantes_;2021_inmigrantes_1996-2001;2021_porcentaje_de_inmigrantes_recientes;2021_emigrantes_1996-2001;2021_porcentaje_de_emigrantes_recientes;2021_migracion_neta;2021_migracion_bruta;2021_tasa_de_inmigracion;2021_tasa_de_emigracion;2021_tasa_de_migracion_neta;2021_indice_de_eficacia_migratoria;2001_poblacion_2001;2001_poblacion_2007;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes_2007-2001;2001_porcentaje_de_inmigrantes_recientes;2001_emigrantes_2007-2001;2001_porcentaje_de_emigrantes_recientes;2001_migracion_neta;2001_migracion_bruta;2001_tasa_de_inmigracion;2001_tasa_de_emigracion;2001_tasa_de_migracion_neta;2001_indice_de_eficacia_migratoria;2024_poblacion_2024;2024_poblacion_2019;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes_2019-2024;2024_porcentaje_de_inmigrantes_recientes;2024_emigrantes_2019-2024;2024_porcentaje_de_emigrantes_recientes;2024_migracion_neta;2024_migracion_bruta;2024_tasa_de_inmigracion;2024_tasa_de_emigracion;2024_tasa_de_migracion_neta;2024_indice_de_eficacia_migratoria;;
;1321;Municipio/TIOC;Beni;Iténez;Magdalena;Magdalena;8453.00;9107.00;7791.00;0.10;662.00;0.10;1316.00;0.20;-654.00;1978.00;15.10;30.00;-14.90;-0.30;9709.00;9920.00;8594.00;0.10;1115.00;0.20;1326.00;0.20;-211.00;2441.00;22.70;27.00;-4.30;-0.10;10480.00;10776.00;9857.00;0.10;623.00;0.10;919.00;0.10;-296.00;1542.00;11.70;17.30;-5.60;-0.20;;
;1322;Municipio/TIOC;Beni;Iténez;Magdalena;Hombres;4492.00;4808.00;4108.00;0.10;384.00;0.10;700.00;0.20;-316.00;1084.00;16.50;30.10;-13.60;-0.30;5156.00;5215.00;4510.00;0.10;646.00;0.20;705.00;0.20;-59.00;1351.00;24.90;27.20;-2.30;0.00;5564.00;5694.00;5205.00;0.10;359.00;0.10;489.00;0.10;-130.00;848.00;12.80;17.40;-4.60;-0.20;;
;1323;Municipio/TIOC;Beni;Iténez;Magdalena;Mujeres;3961.00;4299.00;3683.00;0.10;278.00;0.10;616.00;0.20;-338.00;894.00;13.50;29.80;-16.40;-0.40;4553.00;4705.00;4084.00;0.10;469.00;0.10;621.00;0.20;-152.00;1090.00;20.30;26.80;-6.60;-0.10;4916.00;5082.00;4652.00;0.10;264.00;0.10;430.00;0.10;-166.00;694.00;10.60;17.20;-6.60;-0.20;;
;1324;Municipio/TIOC;Beni;Iténez;Baures;Baures;4314.00;4273.00;3873.00;0.10;441.00;0.10;400.00;0.10;41.00;841.00;20.50;18.60;1.90;0.00;5183.00;4393.00;4049.00;0.00;1134.00;0.20;344.00;0.10;790.00;1478.00;47.40;14.40;33.00;0.50;6090.00;5485.00;5085.00;0.10;1005.00;0.20;400.00;0.10;605.00;1405.00;34.70;13.80;20.90;0.40;;
;1325;Municipio/TIOC;Beni;Iténez;Baures;Hombres;2311.00;2247.00;2030.00;0.10;281.00;0.10;217.00;0.10;64.00;498.00;24.70;19.00;5.60;0.10;3050.00;2431.00;2249.00;0.10;801.00;0.20;182.00;0.10;619.00;983.00;58.50;13.30;45.20;0.60;3487.00;3033.00;2824.00;0.10;663.00;0.20;209.00;0.10;454.00;872.00;40.70;12.80;27.90;0.50;;
;1326;Municipio/TIOC;Beni;Iténez;Baures;Mujeres;2003.00;2026.00;1843.00;0.10;160.00;0.00;183.00;0.10;-23.00;343.00;15.90;18.20;-2.30;-0.10;2133.00;1962.00;1800.00;0.00;333.00;0.10;162.00;0.10;171.00;495.00;32.50;15.80;16.70;0.30;2603.00;2452.00;2261.00;0.00;342.00;0.10;191.00;0.10;151.00;533.00;27.10;15.10;11.90;0.30;;
;1327;Municipio/TIOC;Beni;Iténez;Huacaraje;Huacaraje;3156.00;2957.00;2658.00;0.00;498.00;0.10;299.00;0.00;199.00;797.00;32.60;19.60;13.00;0.20;3588.00;3489.00;3184.00;0.00;404.00;0.10;305.00;0.00;99.00;709.00;22.80;17.20;5.60;0.10;3811.00;3720.00;3513.00;0.00;298.00;0.00;207.00;0.00;91.00;505.00;15.80;11.00;4.80;0.20;;
;1328;Municipio/TIOC;Beni;Iténez;Huacaraje;Hombres;1755.00;1579.00;1413.00;0.00;342.00;0.10;166.00;0.00;176.00;508.00;41.00;19.90;21.10;0.30;2026.00;1912.00;1761.00;0.00;265.00;0.10;151.00;0.00;114.00;416.00;26.90;15.30;11.60;0.30;2113.00;2076.00;1953.00;0.00;160.00;0.00;123.00;0.00;37.00;283.00;15.30;11.70;3.50;0.10;;
;1329;Municipio/TIOC;Beni;Iténez;Huacaraje;Mujeres;1401.00;1378.00;1245.00;0.00;156.00;0.00;133.00;0.00;23.00;289.00;22.50;19.10;3.30;0.10;1562.00;1577.00;1423.00;0.00;139.00;0.00;154.00;0.00;-15.00;293.00;17.70;19.60;-1.90;-0.10;1698.00;1644.00;1560.00;0.00;138.00;0.00;84.00;0.00;54.00;222.00;16.50;10.10;6.50;0.20;;
;1330;Provincia;Beni;Territorio Indígena Multiétnico TIM;;Territorio Indígena Multiétnico TIM;1487.00;1206.00;1187.00;0.00;300.00;0.00;19.00;0.00;281.00;319.00;44.60;2.80;41.70;0.90;2599.00;2272.00;2233.00;0.00;366.00;0.10;39.00;0.00;327.00;405.00;30.10;3.20;26.90;0.80;2846.00;2738.00;2673.00;0.00;173.00;0.00;65.00;0.00;108.00;238.00;12.40;4.70;7.70;0.50;;
;1331;Provincia;Beni;Territorio Indígena Multiétnico TIM;;Hombres;800.00;643.00;630.00;0.00;170.00;0.00;13.00;0.00;157.00;183.00;47.10;3.60;43.50;0.90;1385.00;1206.00;1180.00;0.00;205.00;0.10;26.00;0.00;179.00;231.00;31.60;4.00;27.60;0.80;1533.00;1463.00;1439.00;0.00;94.00;0.00;24.00;0.00;70.00;118.00;12.60;3.20;9.30;0.60;;
;1332;Provincia;Beni;Territorio Indígena Multiétnico TIM;;Mujeres;687.00;563.00;557.00;0.00;130.00;0.00;6.00;0.00;124.00;136.00;41.60;1.90;39.70;0.90;1214.00;1066.00;1053.00;0.00;161.00;0.10;13.00;0.00;148.00;174.00;28.20;2.30;26.00;0.90;1313.00;1275.00;1234.00;0.00;79.00;0.00;41.00;0.00;38.00;120.00;12.20;6.30;5.90;0.30;;
;1333;Municipio/TIOC;Beni;Territorio Indígena Multiétnico TIM;Territorio Indígena Multiétnico TIM;Territorio Indígena Multiétnico TIM;1483.00;1206.00;1187.00;0.00;296.00;0.00;19.00;0.00;277.00;315.00;44.00;2.80;41.20;0.90;2599.00;2272.00;2233.00;0.00;366.00;0.10;39.00;0.00;327.00;405.00;30.10;3.20;26.90;0.80;2846.00;2738.00;2673.00;0.00;173.00;0.00;65.00;0.00;108.00;238.00;12.40;4.70;7.70;0.50;;
;1334;Municipio/TIOC;Beni;Territorio Indígena Multiétnico TIM;Territorio Indígena Multiétnico TIM;Hombres;797.00;643.00;630.00;0.00;167.00;0.00;13.00;0.00;154.00;180.00;46.40;3.60;42.80;0.90;1385.00;1206.00;1180.00;0.00;205.00;0.10;26.00;0.00;179.00;231.00;31.60;4.00;27.60;0.80;1533.00;1463.00;1439.00;0.00;94.00;0.00;24.00;0.00;70.00;118.00;12.60;3.20;9.30;0.60;;
;1335;Municipio/TIOC;Beni;Territorio Indígena Multiétnico TIM;Territorio Indígena Multiétnico TIM;Mujeres;686.00;563.00;557.00;0.00;129.00;0.00;6.00;0.00;123.00;135.00;41.30;1.90;39.40;0.90;1214.00;1066.00;1053.00;0.00;161.00;0.10;13.00;0.00;148.00;174.00;28.20;2.30;26.00;0.90;1313.00;1275.00;1234.00;0.00;79.00;0.00;41.00;0.00;38.00;120.00;12.20;6.30;5.90;0.30;;
;1336;Departamento;PANDO;;;PANDO;42196.00;37760.00;34081.00;0.50;8115.00;1.90;3679.00;0.90;4436.00;11794.00;40.60;18.40;22.20;0.40;93584.00;80524.00;76022.00;0.90;17562.00;4.90;4502.00;1.30;13060.00;22064.00;40.30;10.30;30.00;0.60;116281.00;110920.00;102123.00;1.00;14158.00;3.60;8797.00;2.20;5361.00;22955.00;24.90;15.50;9.40;0.20;;
;1337;Departamento;PANDO;;;Hombres;23179.00;20443.00;18409.00;0.60;4770.00;2.20;2034.00;0.90;2736.00;6804.00;43.70;18.70;25.10;0.40;50934.00;43006.00;40523.00;1.00;10411.00;5.50;2483.00;1.30;7928.00;12894.00;44.30;10.60;33.80;0.60;61228.00;58146.00;53216.00;1.10;8012.00;3.90;4930.00;2.40;3082.00;12942.00;26.80;16.50;10.30;0.20;;
;1338;Departamento;PANDO;;;Mujeres;19017.00;17317.00;15672.00;0.50;3345.00;1.60;1645.00;0.80;1700.00;4990.00;36.80;18.10;18.70;0.30;42650.00;37518.00;35499.00;0.80;7151.00;4.20;2019.00;1.20;5132.00;9170.00;35.70;10.10;25.60;0.60;55053.00;52774.00;48907.00;1.00;6146.00;3.30;3867.00;2.10;2279.00;10013.00;22.80;14.30;8.50;0.20;;
;1339;Provincia;PANDO;Nicolás Suárez;;Nicolás Suárez;23407.00;20962.00;18691.00;0.30;4716.00;0.70;2271.00;0.30;2445.00;6987.00;42.50;20.50;22.00;0.30;51588.00;46054.00;41729.00;0.50;9859.00;1.60;4325.00;0.70;5534.00;14184.00;40.40;17.70;22.70;0.40;60008.00;61005.00;55317.00;0.60;4691.00;0.90;5688.00;1.00;-997.00;10379.00;15.50;18.80;-3.30;-0.10;;
;1340;Provincia;PANDO;Nicolás Suárez;;Hombres;12400.00;11021.00;9726.00;0.30;2674.00;0.70;1295.00;0.40;1379.00;3969.00;45.70;22.10;23.60;0.30;27369.00;24148.00;21701.00;0.50;5668.00;1.80;2447.00;0.80;3221.00;8115.00;44.00;19.00;25.00;0.40;30592.00;31150.00;27945.00;0.60;2647.00;0.90;3205.00;1.10;-558.00;5852.00;17.10;20.80;-3.60;-0.10;;
;1341;Provincia;PANDO;Nicolás Suárez;;Mujeres;11007.00;9941.00;8965.00;0.30;2042.00;0.60;976.00;0.30;1066.00;3018.00;39.00;18.60;20.40;0.40;24219.00;21906.00;20028.00;0.50;4191.00;1.50;1878.00;0.70;2313.00;6069.00;36.30;16.30;20.10;0.40;29416.00;29855.00;27372.00;0.60;2044.00;0.80;2483.00;0.90;-439.00;4527.00;13.80;16.80;-3.00;-0.10;;
;1342;Municipio/TIOC;PANDO;Nicolás Suárez;Cobija;Cobija;17631.00;15836.00;13567.00;0.20;4064.00;0.60;2269.00;0.30;1795.00;6333.00;48.60;27.10;21.50;0.30;39692.00;35476.00;31069.00;0.40;8623.00;1.30;4407.00;0.70;4216.00;13030.00;45.90;23.50;22.40;0.30;47470.00;49440.00;43226.00;0.50;4244.00;0.70;6214.00;1.00;-1970.00;10458.00;17.50;25.60;-8.10;-0.20;;
;1343;Municipio/TIOC;PANDO;Nicolás Suárez;Cobija;Hombres;9029.00;8079.00;6793.00;0.20;2236.00;0.60;1286.00;0.30;950.00;3522.00;52.30;30.10;22.20;0.30;20636.00;18203.00;15697.00;0.40;4939.00;1.40;2506.00;0.70;2433.00;7445.00;50.90;25.80;25.10;0.30;24006.00;25099.00;21638.00;0.50;2368.00;0.70;3461.00;1.00;-1093.00;5829.00;19.30;28.20;-8.90;-0.20;;
;1344;Municipio/TIOC;PANDO;Nicolás Suárez;Cobija;Mujeres;8602.00;7757.00;6774.00;0.20;1828.00;0.50;983.00;0.30;845.00;2811.00;44.70;24.00;20.70;0.30;19056.00;17273.00;15372.00;0.40;3684.00;1.20;1901.00;0.60;1783.00;5585.00;40.60;20.90;19.60;0.30;23464.00;24341.00;21588.00;0.50;1876.00;0.60;2753.00;0.90;-877.00;4629.00;15.70;23.00;-7.30;-0.20;;
;1345;Municipio/TIOC;PANDO;Nicolás Suárez;Porvenir;Porvenir;2921.00;2764.00;2471.00;0.00;450.00;0.10;293.00;0.00;157.00;743.00;31.70;20.60;11.00;0.20;6852.00;6661.00;6305.00;0.10;547.00;0.10;356.00;0.10;191.00;903.00;16.20;10.50;5.70;0.20;7653.00;7320.00;6930.00;0.10;723.00;0.10;390.00;0.10;333.00;1113.00;19.30;10.40;8.90;0.30;;
;1346;Municipio/TIOC;PANDO;Nicolás Suárez;Porvenir;Hombres;1671.00;1573.00;1405.00;0.00;266.00;0.10;168.00;0.00;98.00;434.00;32.80;20.70;12.10;0.20;3801.00;3682.00;3466.00;0.10;335.00;0.10;216.00;0.10;119.00;551.00;17.90;11.50;6.40;0.20;3780.00;3628.00;3408.00;0.10;372.00;0.10;220.00;0.10;152.00;592.00;20.10;11.90;8.20;0.30;;
;1347;Municipio/TIOC;PANDO;Nicolás Suárez;Porvenir;Mujeres;1250.00;1191.00;1066.00;0.00;184.00;0.10;125.00;0.00;59.00;309.00;30.20;20.50;9.70;0.20;3051.00;2979.00;2839.00;0.10;212.00;0.10;140.00;0.00;72.00;352.00;14.10;9.30;4.80;0.20;3873.00;3692.00;3522.00;0.10;351.00;0.10;170.00;0.10;181.00;521.00;18.60;9.00;9.60;0.30;;
;1348;Municipio/TIOC;PANDO;Nicolás Suárez;Bolpebra;Bolpebra;976.00;974.00;931.00;0.00;45.00;0.00;43.00;0.00;2.00;88.00;9.20;8.80;0.40;0.00;1768.00;1575.00;1511.00;0.00;257.00;0.00;64.00;0.00;193.00;321.00;30.80;7.70;23.10;0.60;2009.00;1785.00;1677.00;0.00;332.00;0.10;108.00;0.00;224.00;440.00;35.00;11.40;23.60;0.50;;
;1349;Municipio/TIOC;PANDO;Nicolás Suárez;Bolpebra;Hombres;582.00;581.00;549.00;0.00;33.00;0.00;32.00;0.00;1.00;65.00;11.30;11.00;0.30;0.00;1037.00;904.00;871.00;0.00;166.00;0.00;33.00;0.00;133.00;199.00;34.20;6.80;27.40;0.70;1152.00;1003.00;949.00;0.00;203.00;0.10;54.00;0.00;149.00;257.00;37.70;10.00;27.70;0.60;;
;1350;Municipio/TIOC;PANDO;Nicolás Suárez;Bolpebra;Mujeres;394.00;393.00;382.00;0.00;12.00;0.00;11.00;0.00;1.00;23.00;6.10;5.60;0.50;0.00;731.00;671.00;640.00;0.00;91.00;0.00;31.00;0.00;60.00;122.00;26.00;8.80;17.10;0.50;857.00;782.00;728.00;0.00;129.00;0.00;54.00;0.00;75.00;183.00;31.50;13.20;18.30;0.40;;
;1351;Municipio/TIOC;PANDO;Nicolás Suárez;Bella Flor;Bella Flor;1675.00;1288.00;1219.00;0.00;456.00;0.10;69.00;0.00;387.00;525.00;61.60;9.30;52.20;0.70;3276.00;2342.00;2248.00;0.00;1028.00;0.20;94.00;0.00;934.00;1122.00;73.20;6.70;66.50;0.80;2876.00;2460.00;2299.00;0.00;577.00;0.10;161.00;0.00;416.00;738.00;43.30;12.10;31.20;0.60;;
;1352;Municipio/TIOC;PANDO;Nicolás Suárez;Bella Flor;Hombres;1001.00;741.00;705.00;0.00;296.00;0.10;36.00;0.00;260.00;332.00;68.00;8.30;59.70;0.80;1895.00;1359.00;1306.00;0.00;589.00;0.20;53.00;0.00;536.00;642.00;72.40;6.50;65.90;0.80;1654.00;1420.00;1330.00;0.00;324.00;0.10;90.00;0.00;234.00;414.00;42.20;11.70;30.40;0.60;;
;1353;Municipio/TIOC;PANDO;Nicolás Suárez;Bella Flor;Mujeres;674.00;547.00;514.00;0.00;160.00;0.00;33.00;0.00;127.00;193.00;52.40;10.80;41.60;0.70;1381.00;983.00;942.00;0.00;439.00;0.10;41.00;0.00;398.00;480.00;74.30;6.90;67.30;0.80;1222.00;1040.00;969.00;0.00;253.00;0.10;71.00;0.00;182.00;324.00;44.70;12.60;32.20;0.60;;
;1354;Provincia;PANDO;Manuripi;;Manuripi;6587.00;5894.00;5081.00;0.10;1506.00;0.20;813.00;0.10;693.00;2319.00;48.30;26.10;22.20;0.30;12541.00;10886.00;10142.00;0.10;2399.00;0.40;744.00;0.10;1655.00;3143.00;41.00;12.70;28.30;0.50;15178.00;14383.00;12817.00;0.10;2361.00;0.40;1566.00;0.30;795.00;3927.00;31.90;21.20;10.80;0.20;;
;1355;Provincia;PANDO;Manuripi;;Hombres;3768.00;3279.00;2822.00;0.10;946.00;0.30;457.00;0.10;489.00;1403.00;53.70;25.90;27.80;0.30;7105.00;6002.00;5590.00;0.10;1515.00;0.50;412.00;0.10;1103.00;1927.00;46.20;12.60;33.70;0.60;8343.00;7825.00;6974.00;0.20;1369.00;0.50;851.00;0.30;518.00;2220.00;33.90;21.10;12.80;0.20;;
;1356;Provincia;PANDO;Manuripi;;Mujeres;2819.00;2615.00;2259.00;0.10;560.00;0.20;356.00;0.10;204.00;916.00;41.20;26.20;15.00;0.20;5436.00;4884.00;4552.00;0.10;884.00;0.30;332.00;0.10;552.00;1216.00;34.30;12.90;21.40;0.50;6835.00;6558.00;5843.00;0.10;992.00;0.40;715.00;0.30;277.00;1707.00;29.60;21.40;8.30;0.20;;
;1357;Municipio/TIOC;PANDO;Manuripi;Puerto Rico;Puerto Rico;3162.00;2689.00;2233.00;0.00;929.00;0.10;456.00;0.10;473.00;1385.00;63.50;31.20;32.30;0.30;5197.00;4353.00;3870.00;0.00;1327.00;0.20;483.00;0.10;844.00;1810.00;55.60;20.20;35.40;0.50;5830.00;5651.00;4810.00;0.10;1020.00;0.20;841.00;0.10;179.00;1861.00;35.50;29.30;6.20;0.10;;
;1358;Municipio/TIOC;PANDO;Manuripi;Puerto Rico;Hombres;1759.00;1453.00;1193.00;0.00;566.00;0.10;260.00;0.10;306.00;826.00;70.50;32.40;38.10;0.40;2930.00;2328.00;2058.00;0.10;872.00;0.30;270.00;0.10;602.00;1142.00;66.30;20.50;45.80;0.50;3184.00;3044.00;2572.00;0.10;612.00;0.20;472.00;0.10;140.00;1084.00;39.30;30.30;9.00;0.10;;
;1359;Municipio/TIOC;PANDO;Manuripi;Puerto Rico;Mujeres;1403.00;1236.00;1040.00;0.00;363.00;0.10;196.00;0.10;167.00;559.00;55.00;29.70;25.30;0.30;2267.00;2025.00;1812.00;0.00;455.00;0.10;213.00;0.10;242.00;668.00;42.40;19.90;22.60;0.40;2646.00;2607.00;2238.00;0.00;408.00;0.10;369.00;0.10;39.00;777.00;31.10;28.10;3.00;0.10;;
;1360;Municipio/TIOC;PANDO;Manuripi;San Pedro;San Pedro;877.00;920.00;791.00;0.00;86.00;0.00;129.00;0.00;-43.00;215.00;19.10;28.70;-9.60;-0.20;2605.00;2616.00;2513.00;0.00;92.00;0.00;103.00;0.00;-11.00;195.00;7.00;7.90;-0.80;-0.10;2785.00;2847.00;2423.00;0.00;362.00;0.10;424.00;0.10;-62.00;786.00;25.70;30.10;-4.40;-0.10;;
;1361;Municipio/TIOC;PANDO;Manuripi;San Pedro;Hombres;501.00;520.00;448.00;0.00;53.00;0.00;72.00;0.00;-19.00;125.00;20.80;28.20;-7.40;-0.20;1426.00;1413.00;1359.00;0.00;67.00;0.00;54.00;0.00;13.00;121.00;9.40;7.60;1.80;0.10;1473.00;1491.00;1271.00;0.00;202.00;0.10;220.00;0.10;-18.00;422.00;27.30;29.70;-2.40;0.00;;
;1362;Municipio/TIOC;PANDO;Manuripi;San Pedro;Mujeres;376.00;400.00;343.00;0.00;33.00;0.00;57.00;0.00;-24.00;90.00;17.00;29.40;-12.40;-0.30;1179.00;1203.00;1154.00;0.00;25.00;0.00;49.00;0.00;-24.00;74.00;4.20;8.20;-4.00;-0.30;1312.00;1356.00;1152.00;0.00;160.00;0.10;204.00;0.10;-44.00;364.00;24.00;30.60;-6.60;-0.10;;
;1363;Municipio/TIOC;PANDO;Manuripi;Filadelfia;Filadelfia;2496.00;2159.00;1915.00;0.00;581.00;0.10;244.00;0.00;337.00;825.00;49.90;21.00;29.00;0.40;4739.00;3917.00;3705.00;0.00;1034.00;0.20;212.00;0.00;822.00;1246.00;47.80;9.80;38.00;0.70;6563.00;5885.00;5536.00;0.10;1027.00;0.20;349.00;0.10;678.00;1376.00;33.00;11.20;21.80;0.50;;
;1364;Municipio/TIOC;PANDO;Manuripi;Filadelfia;Hombres;1471.00;1231.00;1099.00;0.00;372.00;0.10;132.00;0.00;240.00;504.00;55.10;19.50;35.50;0.50;2749.00;2261.00;2141.00;0.10;608.00;0.20;120.00;0.00;488.00;728.00;48.50;9.60;39.00;0.70;3686.00;3290.00;3108.00;0.10;578.00;0.20;182.00;0.10;396.00;760.00;33.10;10.40;22.70;0.50;;
;1365;Municipio/TIOC;PANDO;Manuripi;Filadelfia;Mujeres;1025.00;928.00;816.00;0.00;209.00;0.10;112.00;0.00;97.00;321.00;42.80;22.90;19.90;0.30;1990.00;1656.00;1564.00;0.00;426.00;0.10;92.00;0.00;334.00;518.00;46.70;10.10;36.60;0.60;2877.00;2595.00;2428.00;0.10;449.00;0.10;167.00;0.10;282.00;616.00;32.80;12.20;20.60;0.50;;
;1366;Provincia;PANDO;Madre de Dios;;Madre de Dios;7462.00;6948.00;6011.00;0.10;1451.00;0.20;937.00;0.10;514.00;2388.00;40.30;26.00;14.30;0.20;20101.00;17469.00;16775.00;0.20;3326.00;0.60;694.00;0.10;2632.00;4020.00;35.40;7.40;28.00;0.70;25495.00;23708.00;22442.00;0.20;3053.00;0.60;1266.00;0.20;1787.00;4319.00;24.80;10.30;14.50;0.40;;
;1367;Provincia;PANDO;Madre de Dios;;Hombres;4132.00;3797.00;3290.00;0.10;842.00;0.20;507.00;0.10;335.00;1349.00;42.50;25.60;16.90;0.20;10882.00;9335.00;8965.00;0.20;1917.00;0.60;370.00;0.10;1547.00;2287.00;37.90;7.30;30.60;0.70;13627.00;12613.00;11933.00;0.30;1694.00;0.60;680.00;0.20;1014.00;2374.00;25.80;10.40;15.50;0.40;;
;1368;Provincia;PANDO;Madre de Dios;;Mujeres;3330.00;3151.00;2721.00;0.10;609.00;0.20;430.00;0.10;179.00;1039.00;37.60;26.50;11.00;0.20;9219.00;8134.00;7810.00;0.20;1409.00;0.50;324.00;0.10;1085.00;1733.00;32.50;7.50;25.00;0.60;11868.00;11095.00;10509.00;0.20;1359.00;0.50;586.00;0.20;773.00;1945.00;23.70;10.20;13.50;0.40;;
;1369;Municipio/TIOC;PANDO;Madre de Dios;Puerto Gonzalo Moreno;Puerto Gonzalo Moreno;3095.00;2936.00;2616.00;0.00;479.00;0.10;320.00;0.00;159.00;799.00;31.80;21.20;10.50;0.20;6935.00;6204.00;6005.00;0.10;930.00;0.10;199.00;0.00;731.00;1129.00;28.30;6.10;22.30;0.60;9743.00;9347.00;9050.00;0.10;693.00;0.10;297.00;0.00;396.00;990.00;14.50;6.20;8.30;0.40;;
;1370;Municipio/TIOC;PANDO;Madre de Dios;Puerto Gonzalo Moreno;Hombres;1657.00;1562.00;1387.00;0.00;270.00;0.10;175.00;0.00;95.00;445.00;33.60;21.70;11.80;0.20;3763.00;3330.00;3224.00;0.10;539.00;0.20;106.00;0.00;433.00;645.00;30.40;6.00;24.40;0.70;5148.00;4919.00;4761.00;0.10;387.00;0.10;158.00;0.00;229.00;545.00;15.40;6.30;9.10;0.40;;
;1371;Municipio/TIOC;PANDO;Madre de Dios;Puerto Gonzalo Moreno;Mujeres;1438.00;1374.00;1229.00;0.00;209.00;0.10;145.00;0.00;64.00;354.00;29.70;20.60;9.10;0.20;3172.00;2874.00;2781.00;0.10;391.00;0.10;93.00;0.00;298.00;484.00;25.90;6.20;19.70;0.60;4595.00;4428.00;4289.00;0.10;306.00;0.10;139.00;0.00;167.00;445.00;13.60;6.20;7.40;0.40;;
;1372;Municipio/TIOC;PANDO;Madre de Dios;San Lorenzo;San Lorenzo;2657.00;2497.00;2152.00;0.00;505.00;0.10;345.00;0.00;160.00;850.00;39.20;26.80;12.40;0.20;6340.00;5788.00;5402.00;0.10;938.00;0.10;386.00;0.10;552.00;1324.00;30.90;12.70;18.20;0.40;7772.00;7108.00;6788.00;0.10;984.00;0.20;320.00;0.00;664.00;1304.00;26.50;8.60;17.80;0.50;;
;1373;Municipio/TIOC;PANDO;Madre de Dios;San Lorenzo;Hombres;1465.00;1377.00;1187.00;0.00;278.00;0.10;190.00;0.00;88.00;468.00;39.10;26.70;12.40;0.20;3389.00;3070.00;2859.00;0.10;530.00;0.20;211.00;0.10;319.00;741.00;32.80;13.10;19.80;0.40;4177.00;3777.00;3602.00;0.10;575.00;0.20;175.00;0.10;400.00;750.00;28.90;8.80;20.10;0.50;;
;1374;Municipio/TIOC;PANDO;Madre de Dios;San Lorenzo;Mujeres;1192.00;1120.00;965.00;0.00;227.00;0.10;155.00;0.00;72.00;382.00;39.30;26.80;12.50;0.20;2951.00;2718.00;2543.00;0.10;408.00;0.10;175.00;0.10;233.00;583.00;28.80;12.30;16.40;0.40;3595.00;3331.00;3186.00;0.10;409.00;0.10;145.00;0.00;264.00;554.00;23.60;8.40;15.20;0.50;;
;1375;Municipio/TIOC;PANDO;Madre de Dios;Sena;Sena;1645.00;1354.00;1135.00;0.00;510.00;0.10;219.00;0.00;291.00;729.00;68.00;29.20;38.80;0.40;6826.00;5477.00;5178.00;0.10;1648.00;0.20;299.00;0.00;1349.00;1947.00;53.60;9.70;43.90;0.70;7980.00;7253.00;6388.00;0.10;1592.00;0.20;865.00;0.10;727.00;2457.00;41.80;22.70;19.10;0.30;;
;1376;Municipio/TIOC;PANDO;Madre de Dios;Sena;Hombres;966.00;767.00;653.00;0.00;313.00;0.10;114.00;0.00;199.00;427.00;72.20;26.30;45.90;0.50;3730.00;2935.00;2778.00;0.10;952.00;0.30;157.00;0.00;795.00;1109.00;57.10;9.40;47.70;0.70;4302.00;3917.00;3452.00;0.10;850.00;0.30;465.00;0.10;385.00;1315.00;41.40;22.60;18.70;0.30;;
;1377;Municipio/TIOC;PANDO;Madre de Dios;Sena;Mujeres;679.00;587.00;482.00;0.00;197.00;0.10;105.00;0.00;92.00;302.00;62.20;33.20;29.10;0.30;3096.00;2542.00;2400.00;0.10;696.00;0.20;142.00;0.00;554.00;838.00;49.40;10.10;39.30;0.70;3678.00;3336.00;2936.00;0.10;742.00;0.20;400.00;0.10;342.00;1142.00;42.30;22.80;19.50;0.30;;
;1378;Provincia;PANDO;Abuná;;Abuná;2430.00;2299.00;2002.00;0.00;428.00;0.10;297.00;0.00;131.00;725.00;36.20;25.10;11.10;0.20;3192.00;2089.00;1965.00;0.00;1227.00;0.20;124.00;0.00;1103.00;1351.00;92.90;9.40;83.50;0.80;3971.00;3455.00;3199.00;0.00;772.00;0.10;256.00;0.00;516.00;1028.00;41.60;13.80;27.80;0.50;;
;1379;Provincia;PANDO;Abuná;;Hombres;1469.00;1364.00;1188.00;0.00;281.00;0.10;176.00;0.00;105.00;457.00;39.70;24.80;14.80;0.20;1909.00;1231.00;1158.00;0.00;751.00;0.20;73.00;0.00;678.00;824.00;95.70;9.30;86.40;0.80;2251.00;1967.00;1815.00;0.00;436.00;0.20;152.00;0.10;284.00;588.00;41.30;14.40;26.90;0.50;;
;1380;Provincia;PANDO;Abuná;;Mujeres;961.00;935.00;814.00;0.00;147.00;0.00;121.00;0.00;26.00;268.00;31.00;25.50;5.50;0.10;1283.00;858.00;807.00;0.00;476.00;0.20;51.00;0.00;425.00;527.00;88.90;9.50;79.40;0.80;1720.00;1488.00;1384.00;0.00;336.00;0.10;104.00;0.00;232.00;440.00;41.90;13.00;28.90;0.50;;
