cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2012_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2024_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;distribucion_porcentual_2001_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2001_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2001_no_se_distribuye_por_canheria;distribucion_porcentual_2012_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;distribucion_porcentual_2012_no_se_distribuye_por_canheria;distribucion_porcentual_2024_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2024_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2024_no_se_distribuye_por_canheria
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3295;1272;Municipio/TIOC;Beni;General José Ballivián;Reyes;Rural;866;6;39;821;1,393;33;62;26;1,272;1,533;108;108;1,317;0.7;4.5;94.8;2.4;4.5;1.9;91.3;7.0;7.0;85.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3296;1273;Municipio/TIOC;Beni;General José Ballivián;San Borja;San Borja;6,545;1,136;2,128;3,281;9,412;2,577;2,537;78;4,220;13,051;3,790;2,709;6,552;17.4;32.5;50.1;27.4;27.0;0.8;44.8;29.0;20.8;50.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3297;1274;Municipio/TIOC;Beni;General José Ballivián;San Borja;Urbana;3,722;1,094;1,852;776;5,175;2,433;2,126;31;585;6,406;3,183;1,754;1,469;29.4;49.8;20.8;47.0;41.1;0.6;11.3;49.7;27.4;22.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3298;1275;Municipio/TIOC;Beni;General José Ballivián;San Borja;Rural;2,823;42;276;2,505;4,237;144;411;47;3,635;6,645;607;955;5,083;1.5;9.8;88.7;3.4;9.7;1.1;85.8;9.1;14.4;76.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3299;1276;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Santa Rosa;1,567;77;710;780;1,976;448;880;21;627;2,755;1,061;725;969;4.9;45.3;49.8;22.7;44.5;1.1;31.7;38.5;26.3;35.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3300;1277;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Urbana;678;52;561;65;1,055;378;646;5;26;1,374;763;314;297;7.7;82.7;9.6;35.8;61.2;0.5;2.5;55.5;22.9;21.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3301;1278;Municipio/TIOC;Beni;General José Ballivián;Santa Rosa;Rural;889;25;149;715;921;70;234;16;601;1,381;298;411;672;2.8;16.8;80.4;7.6;25.4;1.7;65.3;21.6;29.8;48.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3302;1279;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Puerto Menor de Rurrenabaque;2,496;344;1,140;1,012;4,857;1,593;2,327;36;901;6,875;2,596;1,718;2,561;13.8;45.7;40.5;32.8;47.9;0.7;18.6;37.8;25.0;37.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3303;1280;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Urbana;1,484;333;975;176;3,145;1,514;1,575;18;38;4,265;2,263;831;1,171;22.4;65.7;11.9;48.1;50.1;0.6;1.2;53.1;19.5;27.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3304;1281;Municipio/TIOC;Beni;General José Ballivián;Puerto Menor de Rurrenabaque;Rural;1,012;11;165;836;1,712;79;752;18;863;2,610;333;887;1,390;1.1;16.3;82.6;4.6;43.9;1.1;50.4;12.8;34.0;53.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3305;1282;Provincia;Beni;Yacuma;;Yacuma;4,452;1,116;852;2,484;4,368;1,598;1,022;70;1,678;5,750;2,191;888;2,671;25.1;19.1;55.8;36.6;23.4;1.6;38.4;38.1;15.4;46.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3306;1283;Provincia;Beni;Yacuma;;Urbana;2,197;1,002;661;534;2,407;1,429;671;50;257;3,213;1,886;577;750;45.6;30.1;24.3;59.4;27.9;2.1;10.7;58.7;18.0;23.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3307;1284;Provincia;Beni;Yacuma;;Rural;2,255;114;191;1,950;1,961;169;351;20;1,421;2,537;305;311;1,921;5.1;8.5;86.5;8.6;17.9;1.0;72.5;12.0;12.3;75.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3308;1285;Municipio/TIOC;Beni;Yacuma;Santa Ana;Santa Ana;3,362;1,044;764;1,554;3,430;1,546;849;67;968;4,295;1,958;688;1,649;31.1;22.7;46.2;45.1;24.8;2.0;28.2;45.6;16.0;38.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3309;1286;Municipio/TIOC;Beni;Yacuma;Santa Ana;Urbana;2,197;1,002;661;534;2,407;1,429;671;50;257;2,971;1,743;505;723;45.6;30.1;24.3;59.4;27.9;2.1;10.7;58.7;17.0;24.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3310;1287;Municipio/TIOC;Beni;Yacuma;Santa Ana;Rural;1,165;42;103;1,020;1,023;117;178;17;711;1,324;215;183;926;3.6;8.8;87.6;11.4;17.4;1.7;69.5;16.2;13.8;69.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3311;1288;Municipio/TIOC;Beni;Yacuma;Exaltación;Exaltación;1,090;72;88;930;938;52;173;3;710;1,455;233;200;1,022;6.6;8.1;85.3;5.5;18.4;0.3;75.7;16.0;13.7;70.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3312;1289;Municipio/TIOC;Beni;Yacuma;Exaltación;Urbana;;;;;;;;;;242;143;72;27;;;;;;;;59.1;29.8;11.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3313;1290;Municipio/TIOC;Beni;Yacuma;Exaltación;Rural;1,090;72;88;930;938;52;173;3;710;1,213;90;128;995;6.6;8.1;85.3;5.5;18.4;0.3;75.7;7.4;10.6;82.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3314;1291;Provincia;Beni;Moxos;;Moxos;3,044;420;790;1,834;4,005;1,013;1,160;73;1,759;5,391;2,086;1,189;2,116;13.8;26.0;60.2;25.3;29.0;1.8;43.9;38.7;22.1;39.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3315;1292;Provincia;Beni;Moxos;;Urbana;1,364;399;696;269;2,154;947;1,054;47;106;2,611;1,735;562;314;29.3;51.0;19.7;44.0;48.9;2.2;4.9;66.4;21.5;12.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3316;1293;Provincia;Beni;Moxos;;Rural;1,680;21;94;1,565;1,851;66;106;26;1,653;2,780;351;627;1,802;1.3;5.6;93.2;3.6;5.7;1.4;89.3;12.6;22.6;64.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3317;1294;Municipio/TIOC;Beni;Moxos;San Ignacio;San Ignacio;3,044;420;790;1,834;4,005;1,013;1,160;73;1,759;5,391;2,086;1,189;2,116;13.8;26.0;60.2;25.3;29.0;1.8;43.9;38.7;22.1;39.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3318;1295;Municipio/TIOC;Beni;Moxos;San Ignacio;Urbana;1,364;399;696;269;2,154;947;1,054;47;106;2,611;1,735;562;314;29.3;51.0;19.7;44.0;48.9;2.2;4.9;66.4;21.5;12.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3319;1296;Municipio/TIOC;Beni;Moxos;San Ignacio;Rural;1,680;21;94;1,565;1,851;66;106;26;1,653;2,780;351;627;1,802;1.3;5.6;93.2;3.6;5.7;1.4;89.3;12.6;22.6;64.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3320;1297;Provincia;Beni;Marbán;;Marbán;2,645;54;341;2,250;3,860;455;936;121;2,348;6,323;1,266;1,510;3,547;2.0;12.9;85.1;11.8;24.2;3.1;60.8;20.0;23.9;56.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3321;1298;Provincia;Beni;Marbán;;Urbana;;;;;550;95;406;0;49;696;275;298;123;;;;17.3;73.8;0.0;8.9;39.5;42.8;17.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3322;1299;Provincia;Beni;Marbán;;Rural;2,645;54;341;2,250;3,310;360;530;121;2,299;5,627;991;1,212;3,424;2.0;12.9;85.1;10.9;16.0;3.7;69.5;17.6;21.5;60.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3323;1300;Municipio/TIOC;Beni;Marbán;Loreto;Loreto;696;17;61;618;864;131;140;19;574;1,053;257;228;568;2.4;8.8;88.8;15.2;16.2;2.2;66.4;24.4;21.7;53.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3324;1301;Municipio/TIOC;Beni;Marbán;Loreto;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3325;1302;Municipio/TIOC;Beni;Marbán;Loreto;Rural;696;17;61;618;864;131;140;19;574;1,053;257;228;568;2.4;8.8;88.8;15.2;16.2;2.2;66.4;24.4;21.7;53.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3326;1303;Municipio/TIOC;Beni;Marbán;San Andrés;San Andrés;1,949;37;280;1,632;2,996;324;796;102;1,774;5,270;1,009;1,282;2,979;1.9;14.4;83.7;10.8;26.6;3.4;59.2;19.1;24.3;56.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3327;1304;Municipio/TIOC;Beni;Marbán;San Andrés;Urbana;;;;;550;95;406;0;49;696;275;298;123;;;;17.3;73.8;0.0;8.9;39.5;42.8;17.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3328;1305;Municipio/TIOC;Beni;Marbán;San Andrés;Rural;1,949;37;280;1,632;2,446;229;390;102;1,725;4,574;734;984;2,856;1.9;14.4;83.7;9.4;15.9;4.2;70.5;16.0;21.5;62.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3329;1306;Provincia;Beni;Mamoré;;Mamoré;2,027;380;217;1,430;2,609;739;541;63;1,266;3,294;1,559;443;1,292;18.7;10.7;70.5;28.3;20.7;2.4;48.5;47.3;13.4;39.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3330;1307;Provincia;Beni;Mamoré;;Urbana;1,141;347;195;599;1,547;675;411;7;454;1,894;1,279;188;427;30.4;17.1;52.5;43.6;26.6;0.5;29.3;67.5;9.9;22.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3331;1308;Provincia;Beni;Mamoré;;Rural;886;33;22;831;1,062;64;130;56;812;1,400;280;255;865;3.7;2.5;93.8;6.0;12.2;5.3;76.5;20.0;18.2;61.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3332;1309;Municipio/TIOC;Beni;Mamoré;San Joaquín;San Joaquín;922;134;73;715;1,254;254;257;47;696;1,485;769;171;545;14.5;7.9;77.5;20.3;20.5;3.7;55.5;51.8;11.5;36.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3333;1310;Municipio/TIOC;Beni;Mamoré;San Joaquín;Urbana;592;118;69;405;785;236;235;7;307;1,027;664;105;258;19.9;11.7;68.4;30.1;29.9;0.9;39.1;64.7;10.2;25.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3334;1311;Municipio/TIOC;Beni;Mamoré;San Joaquín;Rural;330;16;4;310;469;18;22;40;389;458;105;66;287;4.8;1.2;93.9;3.8;4.7;8.5;82.9;22.9;14.4;62.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3335;1312;Municipio/TIOC;Beni;Mamoré;San Ramón;San Ramón;905;245;144;516;1,160;474;220;4;462;1,504;743;152;609;27.1;15.9;57.0;40.9;19.0;0.3;39.8;49.4;10.1;40.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3336;1313;Municipio/TIOC;Beni;Mamoré;San Ramón;Urbana;549;229;126;194;762;439;176;0;147;867;615;83;169;41.7;23.0;35.3;57.6;23.1;0.0;19.3;70.9;9.6;19.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3337;1314;Municipio/TIOC;Beni;Mamoré;San Ramón;Rural;356;16;18;322;398;35;44;4;315;637;128;69;440;4.5;5.1;90.4;8.8;11.1;1.0;79.1;20.1;10.8;69.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3338;1315;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Puerto Siles;200;1;0;199;195;11;64;12;108;305;47;120;138;0.5;0.0;99.5;5.6;32.8;6.2;55.4;15.4;39.3;45.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3339;1316;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3340;1317;Municipio/TIOC;Beni;Mamoré;Puerto Siles;Rural;200;1;0;199;195;11;64;12;108;305;47;120;138;0.5;0.0;99.5;5.6;32.8;6.2;55.4;15.4;39.3;45.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3341;1318;Provincia;Beni;Iténez;;Iténez;3,071;232;251;2,588;4,407;935;628;22;2,822;6,041;2,174;819;3,048;7.6;8.2;84.3;21.2;14.3;0.5;64.0;36.0;13.6;50.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3342;1319;Provincia;Beni;Iténez;;Urbana;1,414;202;112;1,100;2,374;744;435;14;1,181;3,242;1,668;397;1,177;14.3;7.9;77.8;31.3;18.3;0.6;49.7;51.4;12.2;36.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3343;1320;Provincia;Beni;Iténez;;Rural;1,657;30;139;1,488;2,033;191;193;8;1,641;2,799;506;422;1,871;1.8;8.4;89.8;9.4;9.5;0.4;80.7;18.1;15.1;66.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 3344;1321;Municipio/TIOC;Beni;Iténez;Magdalena;Magdalena;1,693;185;102;1,406;2,232;654;272;17;1,289;2,959;1,142;262;1,555;10.9;6.0;83.0;29.3;12.2;0.8;57.8;38.6;8.9;52.6
