cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_numero_total;2012_numero_argentina;2012_numero_espanha;2012_numero_brasil;2012_numero_chile;2012_numero_eeuu;2012_numero_otros_paises;2012_numero_sin_especificar;2012_porcentaje_argentina;2012_porcentaje_espanha;2012_porcentaje_brasil;2012_porcentaje_chile;2012_porcentaje_eeuu;2012_porcentaje_otros_paises;2012_porcentaje_sin_especificar;2024_numero__total;2024_numero__argentina;2024_numero__espanha;2024_numero__brasil;2024_numero__chile;2024_numero__eeuu;2024_numero__otros_paises;2024_numero__sin_especificar;2024_porcentaje_argentina;2024_porcentaje_espanha;2024_porcentaje_brasil;2024_porcentaje_chile;2024_porcentaje_eeuu;2024_porcentaje_otros_paises;2024_porcentaje_sin_especificar
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3231;1208;Provincia;Santa Cruz;Ángel Sandoval;;Urbana;208;5;19;150;6;0;12;16;2.4;9.1;72.1;2.9;0;5.8;7.7;235;11;0;192;22;1;5;4;4.7;0;81.7;9.4;0.4;2.1;1.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3232;1209;Provincia;Santa Cruz;Ángel Sandoval;;Rural;179;2;15;143;4;1;4;10;1.1;8.4;79.9;2.2;0.6;2.2;5.6;171;3;4;141;12;1;6;4;1.8;2.3;82.5;7;0.6;3.5;2.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3233;1210;Municipio/TIOC;Santa Cruz;Ángel Sandoval;San Matías;San Matías;387;7;34;293;10;1;16;26;1.8;8.8;75.7;2.6;0.3;4.1;6.7;406;14;4;333;34;2;11;8;3.4;1;82;8.4;0.5;2.7;2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3234;1211;Municipio/TIOC;Santa Cruz;Ángel Sandoval;San Matías;Urbana;208;5;19;150;6;0;12;16;2.4;9.1;72.1;2.9;0;5.8;7.7;235;11;0;192;22;1;5;4;4.7;0;81.7;9.4;0.4;2.1;1.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3235;1212;Municipio/TIOC;Santa Cruz;Ángel Sandoval;San Matías;Rural;179;2;15;143;4;1;4;10;1.1;8.4;79.9;2.2;0.6;2.2;5.6;171;3;4;141;12;1;6;4;1.8;2.3;82.5;7;0.6;3.5;2.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3236;1213;Provincia;Santa Cruz;Manuel María Caballero;;Manuel María Caballero;753;192;381;56;30;20;54;20;25.5;50.6;7.4;4;2.7;7.2;2.7;952;106;108;211;420;41;54;12;11.1;11.3;22.2;44.1;4.3;5.7;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3237;1214;Provincia;Santa Cruz;Manuel María Caballero;;Urbana;349;76;190;30;11;11;18;13;21.8;54.4;8.6;3.2;3.2;5.2;3.7;351;45;44;55;151;18;32;6;12.8;12.5;15.7;43;5.1;9.1;1.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3238;1215;Provincia;Santa Cruz;Manuel María Caballero;;Rural;404;116;191;26;19;9;36;7;28.7;47.3;6.4;4.7;2.2;8.9;1.7;601;61;64;156;269;23;22;6;10.1;10.6;26;44.8;3.8;3.7;1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3239;1216;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Comarapa;Comarapa;531;143;250;52;24;15;33;14;26.9;47.1;9.8;4.5;2.8;6.2;2.6;791;88;87;196;335;29;44;12;11.1;11;24.8;42.4;3.7;5.6;1.5
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3240;1217;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Comarapa;Urbana;225;46;113;28;9;9;11;9;20.4;50.2;12.4;4;4;4.9;4;275;32;37;52;108;14;26;6;11.6;13.5;18.9;39.3;5.1;9.5;2.2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3241;1218;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Comarapa;Rural;306;97;137;24;15;6;22;5;31.7;44.8;7.8;4.9;2;7.2;1.6;516;56;50;144;227;15;18;6;10.9;9.7;27.9;44;2.9;3.5;1.2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3242;1219;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Saipina;Saipina;222;49;131;4;6;5;21;6;22.1;59;1.8;2.7;2.3;9.5;2.7;161;18;21;15;85;12;10;0;11.2;13;9.3;52.8;7.5;6.2;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3243;1220;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Saipina;Urbana;124;30;77;2;2;2;7;4;24.2;62.1;1.6;1.6;1.6;5.6;3.2;76;13;7;3;43;4;6;0;17.1;9.2;3.9;56.6;5.3;7.9;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3244;1221;Municipio/TIOC;Santa Cruz;Manuel María Caballero;Saipina;Rural;98;19;54;2;4;3;14;2;19.4;55.1;2;4.1;3.1;14.3;2;85;5;14;12;42;8;4;0;5.9;16.5;14.1;49.4;9.4;4.7;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3245;1222;Provincia;Santa Cruz;Germán Busch;;Germán Busch;703;82;300;160;39;13;68;41;11.7;42.7;22.8;5.5;1.8;9.7;5.8;679;55;45;295;231;13;34;6;8.1;6.6;43.4;34;1.9;5;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3246;1223;Provincia;Santa Cruz;Germán Busch;;Urbana;619;73;268;128;37;11;65;37;11.8;43.3;20.7;6;1.8;10.5;6;567;43;39;256;188;11;24;6;7.6;6.9;45.1;33.2;1.9;4.2;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3247;1224;Provincia;Santa Cruz;Germán Busch;;Rural;84;9;32;32;2;2;3;4;10.7;38.1;38.1;2.4;2.4;3.6;4.8;112;12;6;39;43;2;10;0;10.7;5.4;34.8;38.4;1.8;8.9;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3248;1225;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Puerto Suárez;313;32;167;47;20;7;24;16;10.2;53.4;15;6.4;2.2;7.7;5.1;268;11;16;110;110;8;11;2;4.1;6;41;41;3;4.1;0.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3249;1226;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Urbana;260;24;142;35;19;5;23;12;9.2;54.6;13.5;7.3;1.9;8.8;4.6;181;7;11;75;73;6;7;2;3.9;6.1;41.4;40.3;3.3;3.9;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3250;1227;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Suárez;Rural;53;8;25;12;1;2;1;4;15.1;47.2;22.6;1.9;3.8;1.9;7.5;87;4;5;35;37;2;4;0;4.6;5.7;40.2;42.5;2.3;4.6;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3251;1228;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Puerto Quijarro;339;38;118;99;16;5;40;23;11.2;34.8;29.2;4.7;1.5;11.8;6.8;317;29;19;153;93;5;15;3;9.1;6;48.3;29.3;1.6;4.7;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3252;1229;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Urbana;326;38;118;86;16;5;40;23;11.7;36.2;26.4;4.9;1.5;12.3;7.1;317;29;19;153;93;5;15;3;9.1;6;48.3;29.3;1.6;4.7;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3253;1230;Municipio/TIOC;Santa Cruz;Germán Busch;Puerto Quijarro;Rural;13;0;0;13;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3254;1231;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;El Carmen Rivero Tórrez;51;12;15;14;3;1;4;2;23.5;29.4;27.5;5.9;2;7.8;3.9;94;15;10;32;28;0;8;1;16;10.6;34;29.8;0;8.5;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3255;1232;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;Urbana;33;11;8;7;2;1;2;2;33.3;24.2;21.2;6.1;3;6.1;6.1;69;7;9;28;22;0;2;1;10.1;13;40.6;31.9;0;2.9;1.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3256;1233;Municipio/TIOC;Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;Rural;18;1;7;7;1;0;2;0;5.6;38.9;38.9;5.6;0;11.1;0;25;8;1;4;6;0;6;0;32;4;16;24;0;24;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3257;1234;Provincia;Santa Cruz;Guarayos;;Guarayos;835;364;230;71;38;21;90;21;43.6;27.5;8.5;4.6;2.5;10.8;2.5;1,531;231;66;549;587;23;59;16;15.1;4.3;35.9;38.3;1.5;3.9;1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3258;1235;Provincia;Santa Cruz;Guarayos;;Urbana;442;190;134;36;19;15;39;9;43;30.3;8.1;4.3;3.4;8.8;2;944;139;40;378;341;11;25;10;14.7;4.2;40;36.1;1.2;2.6;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3259;1236;Provincia;Santa Cruz;Guarayos;;Rural;393;174;96;35;19;6;51;12;44.3;24.4;8.9;4.8;1.5;13;3.1;587;92;26;171;246;12;34;6;15.7;4.4;29.1;41.9;2;5.8;1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3260;1237;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Ascención de Guarayos;405;176;129;28;15;13;35;9;43.5;31.9;6.9;3.7;3.2;8.6;2.2;933;129;35;336;363;19;41;10;13.8;3.8;36;38.9;2;4.4;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3261;1238;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Urbana;315;139;106;18;10;11;24;7;44.1;33.7;5.7;3.2;3.5;7.6;2.2;694;98;24;267;270;11;17;7;14.1;3.5;38.5;38.9;1.6;2.4;1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3262;1239;Municipio/TIOC;Santa Cruz;Guarayos;Ascención de Guarayos;Rural;90;37;23;10;5;2;11;2;41.1;25.6;11.1;5.6;2.2;12.2;2.2;239;31;11;69;93;8;24;3;13;4.6;28.9;38.9;3.3;10;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3263;1240;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urubichá;61;26;14;8;3;2;6;2;42.6;23;13.1;4.9;3.3;9.8;3.3;188;34;10;100;38;0;4;2;18.1;5.3;53.2;20.2;0;2.1;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3264;1241;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Urbana;60;26;14;8;3;2;6;1;43.3;23.3;13.3;5;3.3;10;1.7;179;31;8;99;36;0;3;2;17.3;4.5;55.3;20.1;0;1.7;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3265;1242;Municipio/TIOC;Santa Cruz;Guarayos;Urubichá;Rural;1;0;0;0;0;0;0;1;0;0;0;0;0;0;100;9;3;2;1;2;0;1;0;33.3;22.2;11.1;22.2;0;11.1;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3266;1243;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;El Puente;369;162;87;35;20;6;49;10;43.9;23.6;9.5;5.4;1.6;13.3;2.7;410;68;21;113;186;4;14;4;16.6;5.1;27.6;45.4;1;3.4;1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3267;1244;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;Urbana;67;25;14;10;6;2;9;1;37.3;20.9;14.9;9;3;13.4;1.5;71;10;8;12;35;0;5;1;14.1;11.3;16.9;49.3;0;7;1.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3268;1245;Municipio/TIOC;Santa Cruz;Guarayos;El Puente;Rural;302;137;73;25;14;4;40;9;45.4;24.2;8.3;4.6;1.3;13.2;3;339;58;13;101;151;4;9;3;17.1;3.8;29.8;44.5;1.2;2.7;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3269;1246;Departamento;Beni;;;Beni;10,832;1,408;4,173;975;1,409;359;2,055;453;13;38.5;9;13;3.3;19;4.2;10,051;1,000;610;1,728;5,623;221;673;196;9.9;6.1;17.2;55.9;2.2;6.7;2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3270;1247;Departamento;Beni;;;Urbana;9,461;1,111;3,749;767;1,262;323;1,876;373;11.7;39.6;8.1;13.3;3.4;19.8;3.9;8,391;793;542;1,255;4,826;199;627;149;9.5;6.5;15;57.5;2.4;7.5;1.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3271;1248;Departamento;Beni;;;Rural;1,371;297;424;208;147;36;179;80;21.7;30.9;15.2;10.7;2.6;13.1;5.8;1,660;207;68;473;797;22;46;47;12.5;4.1;28.5;48;1.3;2.8;2.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3272;1249;Provincia;Beni;Cercado;;Cercado;3,760;489;1,614;177;654;128;554;144;13;42.9;4.7;17.4;3.4;14.7;3.8;2,607;287;216;405;1,389;89;168;53;11;8.3;15.5;53.3;3.4;6.4;2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3273;1250;Provincia;Beni;Cercado;;Urbana;3,589;450;1,550;172;629;128;533;127;12.5;43.2;4.8;17.5;3.6;14.9;3.5;2,423;266;203;355;1,306;87;162;44;11;8.4;14.7;53.9;3.6;6.7;1.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3274;1251;Provincia;Beni;Cercado;;Rural;171;39;64;5;25;0;21;17;22.8;37.4;2.9;14.6;0;12.3;9.9;184;21;13;50;83;2;6;9;11.4;7.1;27.2;45.1;1.1;3.3;4.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3275;1252;Municipio/TIOC;Beni;Cercado;Trinidad;Trinidad;3,685;477;1,574;174;647;128;547;138;12.9;42.7;4.7;17.6;3.5;14.8;3.7;2,549;277;208;396;1,364;87;165;52;10.9;8.2;15.5;53.5;3.4;6.5;2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3276;1253;Municipio/TIOC;Beni;Cercado;Trinidad;Urbana;3,589;450;1,550;172;629;128;533;127;12.5;43.2;4.8;17.5;3.6;14.9;3.5;2,423;266;203;355;1,306;87;162;44;11;8.4;14.7;53.9;3.6;6.7;1.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3277;1254;Municipio/TIOC;Beni;Cercado;Trinidad;Rural;96;27;24;2;18;0;14;11;28.1;25;2.1;18.8;0;14.6;11.5;126;11;5;41;58;0;3;8;8.7;4;32.5;46;0;2.4;6.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3278;1255;Municipio/TIOC;Beni;Cercado;San Javier;San Javier;75;12;40;3;7;0;7;6;16;53.3;4;9.3;0;9.3;8;58;10;8;9;25;2;3;1;17.2;13.8;15.5;43.1;3.4;5.2;1.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3279;1256;Municipio/TIOC;Beni;Cercado;San Javier;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3280;1257;Municipio/TIOC;Beni;Cercado;San Javier;Rural;75;12;40;3;7;0;7;6;16;53.3;4;9.3;0;9.3;8;58;10;8;9;25;2;3;1;17.2;13.8;15.5;43.1;3.4;5.2;1.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3281;1258;Provincia;Beni;Vaca Diez;;Vaca Diez;3,050;272;1,046;471;274;75;761;151;8.9;34.3;15.4;9;2.5;25;5;3,801;224;187;511;2,406;60;337;76;5.9;4.9;13.4;63.3;1.6;8.9;2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3282;1259;Provincia;Beni;Vaca Diez;;Urbana;2,894;248;1,017;406;264;74;748;137;8.6;35.1;14;9.1;2.6;25.8;4.7;3,537;203;174;464;2,252;58;321;65;5.7;4.9;13.1;63.7;1.6;9.1;1.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3283;1260;Provincia;Beni;Vaca Diez;;Rural;156;24;29;65;10;1;13;14;15.4;18.6;41.7;6.4;0.6;8.3;9;264;21;13;47;154;2;16;11;8;4.9;17.8;58.3;0.8;6.1;4.2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 3284;1261;Municipio/TIOC;Beni;Vaca Diez;Riberalta;Riberalta;1,781;175;521;160;190;47;585;103;9.8;29.3;9;10.7;2.6;32.8;5.8;2,742;155;117;294;1,808;36;279;53;5.7;4.3;10.7;65.9;1.3;10.2;1.9
